          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.47739E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11297E+02  0.19759E+02 -0.31057E+02 -0.99910E+00  0.40673E+01  0.91316E+00      982.00
  0.24396E-01  0.47446E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.11379E+02  0.19560E+02 -0.30939E+02 -0.12274E+01  0.37575E+01  0.26090E+00      982.00
  0.48850E-01  0.47254E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.11486E+02  0.19386E+02 -0.30872E+02 -0.15453E+01  0.33562E+01 -0.49543E+00      982.00
  0.73349E-01  0.47207E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.11621E+02  0.19242E+02 -0.30863E+02 -0.20270E+01  0.27825E+01 -0.14337E+01      982.00
  0.97866E-01  0.47383E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11778E+02  0.19118E+02 -0.30896E+02 -0.28632E+01  0.17802E+01 -0.27612E+01      982.00
  0.12232E+00  0.47835E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.11954E+02  0.18960E+02 -0.30914E+02 -0.38875E+01  0.43387E+00 -0.42892E+01      982.00
  0.14655E+00  0.48420E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12166E+02  0.18820E+02 -0.30986E+02 -0.45587E+01 -0.53663E+00 -0.54078E+01      982.00
  0.17055E+00  0.49032E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12375E+02  0.18751E+02 -0.31126E+02 -0.49678E+01 -0.11629E+01 -0.62110E+01      982.00
  0.19436E+00  0.49644E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12561E+02  0.18750E+02 -0.31311E+02 -0.52362E+01 -0.15881E+01 -0.68358E+01      982.00
  0.21801E+00  0.50249E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12725E+02  0.18802E+02 -0.31527E+02 -0.54208E+01 -0.18907E+01 -0.73501E+01      982.00
  0.24154E+00  0.50845E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12868E+02  0.18896E+02 -0.31764E+02 -0.55494E+01 -0.21136E+01 -0.77876E+01      982.00
  0.26496E+00  0.51432E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.12995E+02  0.19023E+02 -0.32018E+02 -0.56403E+01 -0.22847E+01 -0.81718E+01      982.00
  0.28831E+00  0.52016E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13112E+02  0.19174E+02 -0.32287E+02 -0.57031E+01 -0.24201E+01 -0.85152E+01      982.00
  0.31158E+00  0.52592E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.13222E+02  0.19343E+02 -0.32565E+02 -0.57439E+01 -0.25290E+01 -0.88222E+01      982.00
