  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   7.000   0.001   0.064   0.223   0.000   0.026   0.170
   0.025   6.000   0.001   0.060   0.223   0.000   0.025   0.173
   0.050   6.000   0.001   0.056   0.225   0.000   0.025   0.175
   0.075   6.000   0.001   0.051   0.228   0.000   0.025   0.178
   0.100   6.000   0.001   0.046   0.231   0.000   0.024   0.180
   0.125   6.000   0.002   0.041   0.234   0.000   0.023   0.180
   0.150   6.000   0.002   0.037   0.237   0.000   0.022   0.181
   0.175   6.000   0.002   0.032   0.240   0.000   0.022   0.183
   0.200   6.000   0.003   0.029   0.243   0.000   0.021   0.186
   0.225   6.000   0.003   0.025   0.246   0.000   0.020   0.191
   0.250   6.000   0.003   0.022   0.250   0.000   0.020   0.196
   0.275   6.000   0.004   0.019   0.255   0.000   0.019   0.203
   0.300   6.000   0.005   0.016   0.259   0.000   0.018   0.210
   0.325   6.000   0.005   0.013   0.264   0.000   0.017   0.218
   0.350   5.000   0.006   0.010   0.269   0.000   0.015   0.227
   0.375   5.000   0.008   0.008   0.273   0.000   0.014   0.235
   0.400   4.000   0.009   0.006   0.277   0.000   0.012   0.243
   0.425   4.000   0.011   0.004   0.280   0.000   0.011   0.252
   0.450   5.000   0.013   0.003   0.283   0.000   0.009   0.259
   0.475   6.000   0.016   0.002   0.285   0.000   0.008   0.267
   0.500   8.000   0.019   0.001   0.286   0.000   0.006   0.273
   0.525   8.000   0.022   0.001   0.287   0.000   0.005   0.279
   0.550   8.000   0.025   0.000   0.286   0.000   0.004   0.285
   0.575   8.000   0.029   0.000   0.286   0.000   0.003   0.290
   0.600   8.000   0.033   0.000   0.284   0.000   0.002   0.295
   0.625   8.000   0.037   0.000   0.283   0.000   0.002   0.299
   0.650   8.000   0.042   0.000   0.281   0.000   0.001   0.303
   0.675   8.000   0.046   0.000   0.279   0.000   0.001   0.307
   0.700   8.000   0.051   0.000   0.276   0.000   0.001   0.310
   0.725   8.000   0.055   0.000   0.274   0.000   0.001   0.314
   0.750   8.000   0.060   0.000   0.271   0.000   0.000   0.317
   0.775   8.000   0.064   0.000   0.268   0.000   0.000   0.320
   0.800   8.000   0.069   0.000   0.266   0.000   0.000   0.322
   0.825   8.000   0.073   0.000   0.263   0.000   0.000   0.325
   0.850   8.000   0.078   0.000   0.260   0.000   0.000   0.327
   0.875   8.000   0.082   0.000   0.257   0.000   0.000   0.329
   0.900   8.000   0.086   0.000   0.255   0.000   0.000   0.332
   0.925   8.000   0.090   0.000   0.252   0.000   0.000   0.334
   0.950   8.000   0.094   0.000   0.249   0.000   0.000   0.336
   0.975   8.000   0.098   0.000   0.247   0.000   0.000   0.338
   1.000   8.000   0.102   0.000   0.244   0.000   0.000   0.339
