  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.127   0.121   0.245
   0.025  24.000   0.128   0.123   0.249
   0.050  25.000   0.129   0.125   0.251
   0.075  26.000   0.129   0.126   0.254
   0.100  26.000   0.129   0.128   0.257
   0.125  26.000   0.129   0.129   0.258
   0.150  25.000   0.127   0.130   0.258
   0.175  27.000   0.125   0.129   0.256
   0.200  27.000   0.122   0.127   0.252
   0.225  28.000   0.118   0.125   0.246
   0.250  27.000   0.114   0.121   0.239
   0.275  27.000   0.110   0.118   0.231
   0.300  28.000   0.106   0.113   0.223
   0.325  28.000   0.102   0.109   0.215
   0.350  28.000   0.099   0.105   0.207
   0.375  28.000   0.095   0.102   0.199
   0.400  28.000   0.091   0.098   0.192
   0.425  28.000   0.088   0.094   0.185
   0.450  28.000   0.085   0.091   0.179
   0.475  29.000   0.083   0.088   0.173
   0.500  30.000   0.080   0.085   0.168
   0.525  30.000   0.078   0.083   0.163
   0.550  30.000   0.076   0.080   0.158
   0.575  30.000   0.074   0.078   0.154
   0.600  30.000   0.072   0.076   0.150
   0.625  30.000   0.070   0.074   0.146
   0.650  30.000   0.069   0.073   0.143
   0.675  30.000   0.067   0.071   0.140
   0.700  30.000   0.066   0.070   0.137
   0.725  30.000   0.065   0.068   0.135
   0.750  30.000   0.064   0.067   0.132
   0.775  30.000   0.063   0.066   0.130
   0.800  30.000   0.062   0.065   0.128
   0.825  30.000   0.061   0.064   0.126
   0.850  29.000   0.060   0.063   0.124
   0.875  27.000   0.060   0.063   0.124
   0.900  27.000   0.060   0.063   0.124
   0.925  27.000   0.060   0.063   0.124
   0.950  27.000   0.060   0.063   0.124
   0.975  27.000   0.060   0.063   0.124
   1.000  27.000   0.060   0.063   0.124
