  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.131   0.130   0.260
   0.025  21.000   0.130   0.130   0.260
   0.050  18.000   0.128   0.131   0.260
   0.075  19.000   0.127   0.132   0.261
   0.100  18.000   0.127   0.134   0.264
   0.125  21.000   0.127   0.136   0.267
   0.150  21.000   0.127   0.137   0.268
   0.175  21.000   0.127   0.137   0.268
   0.200  21.000   0.126   0.136   0.266
   0.225  22.000   0.124   0.135   0.264
   0.250  22.000   0.123   0.133   0.260
   0.275  23.000   0.121   0.130   0.255
   0.300  23.000   0.118   0.128   0.250
   0.325  23.000   0.115   0.125   0.244
   0.350  23.000   0.113   0.121   0.238
   0.375  23.000   0.110   0.118   0.231
   0.400  22.000   0.107   0.115   0.225
   0.425  21.000   0.104   0.111   0.218
   0.450  21.000   0.101   0.108   0.212
   0.475  21.000   0.098   0.105   0.206
   0.500  21.000   0.095   0.102   0.200
   0.525  21.000   0.093   0.099   0.194
   0.550  21.000   0.090   0.096   0.189
   0.575  21.000   0.087   0.093   0.183
   0.600  21.000   0.085   0.091   0.178
   0.625  21.000   0.083   0.089   0.174
   0.650  23.000   0.081   0.086   0.169
   0.675  23.000   0.079   0.084   0.165
   0.700  23.000   0.077   0.082   0.162
   0.725  23.000   0.075   0.081   0.158
   0.750  23.000   0.073   0.079   0.155
   0.775  23.000   0.072   0.078   0.152
   0.800  21.000   0.070   0.077   0.150
   0.825  21.000   0.069   0.075   0.147
   0.850  21.000   0.068   0.074   0.145
   0.875  21.000   0.067   0.074   0.144
   0.900  20.000   0.067   0.073   0.142
   0.925  20.000   0.066   0.072   0.141
   0.950  19.000   0.066   0.072   0.140
   0.975  19.000   0.066   0.071   0.139
   1.000  20.000   0.066   0.071   0.140
