  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.140   0.148   0.292
   0.025  24.000   0.143   0.149   0.295
   0.050  24.000   0.144   0.149   0.295
   0.075  24.000   0.145   0.148   0.295
   0.100  21.000   0.145   0.148   0.294
   0.125  20.000   0.145   0.148   0.294
   0.150  21.000   0.143   0.148   0.294
   0.175  21.000   0.142   0.148   0.293
   0.200  21.000   0.139   0.148   0.291
   0.225  21.000   0.137   0.146   0.287
   0.250  20.000   0.134   0.144   0.283
   0.275  20.000   0.132   0.142   0.278
   0.300  21.000   0.129   0.139   0.272
   0.325  21.000   0.126   0.136   0.266
   0.350  20.000   0.122   0.133   0.259
   0.375  21.000   0.119   0.129   0.253
   0.400  21.000   0.116   0.126   0.246
   0.425  21.000   0.113   0.123   0.240
   0.450  21.000   0.110   0.119   0.234
   0.475  21.000   0.107   0.116   0.228
   0.500  21.000   0.105   0.113   0.222
   0.525  20.000   0.102   0.111   0.216
   0.550  20.000   0.100   0.108   0.211
   0.575  20.000   0.097   0.105   0.206
   0.600  20.000   0.095   0.103   0.202
   0.625  19.000   0.093   0.101   0.197
   0.650  19.000   0.091   0.099   0.193
   0.675  20.000   0.090   0.097   0.190
   0.700  20.000   0.088   0.095   0.186
   0.725  20.000   0.086   0.093   0.183
   0.750  20.000   0.085   0.092   0.180
   0.775  20.000   0.084   0.090   0.177
   0.800  20.000   0.083   0.089   0.174
   0.825  20.000   0.081   0.088   0.172
   0.850  20.000   0.080   0.086   0.169
   0.875  20.000   0.079   0.085   0.167
   0.900  20.000   0.078   0.084   0.165
   0.925  20.000   0.078   0.083   0.163
   0.950  20.000   0.078   0.083   0.163
   0.975  20.000   0.078   0.083   0.163
   1.000  20.000   0.078   0.083   0.163
