TEXTURE AT STRAIN =    0.9000
   2.400   2.594   0.149  <-- length of phase ellipsoid axes
  148.78    2.11 -110.39  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
  144.99   13.73 -140.02   0.0003500
