  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.101   0.107   0.211
   0.025  21.000   0.103   0.108   0.213
   0.050  21.000   0.104   0.108   0.213
   0.075  21.000   0.105   0.107   0.213
   0.100  21.000   0.105   0.106   0.212
   0.125  21.000   0.104   0.105   0.210
   0.150  24.000   0.103   0.104   0.208
   0.175  25.000   0.101   0.104   0.206
   0.200  26.000   0.099   0.103   0.204
   0.225  27.000   0.097   0.102   0.201
   0.250  26.000   0.094   0.100   0.197
   0.275  26.000   0.091   0.098   0.192
   0.300  27.000   0.089   0.095   0.187
   0.325  27.000   0.086   0.093   0.181
   0.350  28.000   0.083   0.090   0.175
   0.375  29.000   0.080   0.087   0.170
   0.400  28.000   0.077   0.084   0.164
   0.425  28.000   0.075   0.081   0.159
   0.450  28.000   0.072   0.079   0.154
   0.475  28.000   0.070   0.076   0.149
   0.500  29.000   0.068   0.074   0.145
   0.525  29.000   0.067   0.072   0.141
   0.550  28.000   0.065   0.071   0.138
   0.575  28.000   0.065   0.069   0.135
   0.600  26.000   0.064   0.068   0.133
   0.625  27.000   0.064   0.067   0.132
   0.650  27.000   0.064   0.066   0.131
   0.675  26.000   0.065   0.065   0.130
   0.700  22.000   0.065   0.065   0.130
   0.725  22.000   0.066   0.065   0.130
   0.750  21.000   0.066   0.065   0.130
   0.775  22.000   0.066   0.065   0.131
   0.800  22.000   0.066   0.065   0.131
   0.825  23.000   0.066   0.066   0.132
   0.850  23.000   0.066   0.066   0.132
   0.875  22.000   0.066   0.067   0.133
   0.900  22.000   0.065   0.067   0.133
   0.925  22.000   0.065   0.068   0.134
   0.950  22.000   0.064   0.068   0.134
   0.975  21.000   0.064   0.069   0.135
   1.000  20.000   0.064   0.069   0.135
