  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  10.000   0.007   0.000   0.050   0.015   0.195   0.218
   0.025  10.000   0.007   0.000   0.049   0.014   0.188   0.218
   0.050  10.000   0.006   0.000   0.049   0.014   0.183   0.219
   0.075  10.000   0.006   0.000   0.049   0.014   0.179   0.222
   0.100  10.000   0.006   0.000   0.049   0.013   0.175   0.226
   0.125  11.000   0.006   0.000   0.050   0.013   0.173   0.231
   0.150  12.000   0.006   0.000   0.051   0.013   0.172   0.238
   0.175  12.000   0.006   0.000   0.052   0.013   0.171   0.246
   0.200  12.000   0.007   0.000   0.054   0.012   0.171   0.254
   0.225  12.000   0.007   0.000   0.055   0.012   0.172   0.264
   0.250  12.000   0.007   0.000   0.057   0.012   0.173   0.273
   0.275  12.000   0.007   0.000   0.059   0.012   0.175   0.283
   0.300  12.000   0.007   0.000   0.060   0.012   0.176   0.293
   0.325  12.000   0.007   0.000   0.062   0.012   0.178   0.302
   0.350  12.000   0.007   0.000   0.063   0.012   0.180   0.311
   0.375  12.000   0.007   0.000   0.065   0.011   0.181   0.320
   0.400  12.000   0.007   0.000   0.066   0.011   0.183   0.328
   0.425  12.000   0.007   0.000   0.067   0.011   0.184   0.336
   0.450  12.000   0.007   0.000   0.068   0.011   0.185   0.344
   0.475  12.000   0.007   0.000   0.069   0.011   0.187   0.350
   0.500  12.000   0.007   0.000   0.071   0.011   0.188   0.357
   0.525  12.000   0.007   0.000   0.072   0.010   0.189   0.363
   0.550  12.000   0.006   0.000   0.073   0.010   0.190   0.370
   0.575  12.000   0.006   0.000   0.074   0.010   0.191   0.376
   0.600  12.000   0.006   0.000   0.074   0.010   0.192   0.381
   0.625  12.000   0.006   0.000   0.074   0.010   0.192   0.384
   0.650  12.000   0.006   0.000   0.073   0.010   0.191   0.384
   0.675  12.000   0.006   0.000   0.073   0.010   0.190   0.383
   0.700  11.000   0.005   0.000   0.074   0.009   0.190   0.381
   0.725  11.000   0.005   0.000   0.075   0.009   0.189   0.380
   0.750  11.000   0.005   0.000   0.077   0.009   0.189   0.380
   0.775  11.000   0.005   0.000   0.078   0.008   0.190   0.380
   0.800  11.000   0.005   0.000   0.080   0.008   0.190   0.380
   0.825  11.000   0.004   0.000   0.082   0.008   0.191   0.382
   0.850  11.000   0.004   0.000   0.083   0.007   0.191   0.384
   0.875  11.000   0.004   0.000   0.085   0.007   0.192   0.386
   0.900  11.000   0.004   0.000   0.086   0.007   0.192   0.388
   0.925  11.000   0.004   0.000   0.086   0.007   0.192   0.388
   0.950  11.000   0.004   0.000   0.087   0.007   0.191   0.388
   0.975  11.000   0.004   0.000   0.087   0.006   0.191   0.389
   1.000  11.000   0.004   0.000   0.087   0.006   0.190   0.389
