TEXTURE AT STRAIN =    0.0500
   1.046   1.066   0.892  <-- length of phase ellipsoid axes
  144.23    6.15  -80.35  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
  133.99   34.25 -133.27   0.0003500
