  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  11.000   0.000   0.000   0.037   0.014   0.000   0.385
   0.025  11.000   0.000   0.000   0.039   0.015   0.000   0.377
   0.050  11.000   0.000   0.000   0.042   0.016   0.000   0.373
   0.075  11.000   0.000   0.000   0.046   0.017   0.000   0.373
   0.100  11.000   0.000   0.000   0.050   0.018   0.000   0.375
   0.125  11.000   0.000   0.000   0.054   0.020   0.000   0.376
   0.150  11.000   0.000   0.000   0.058   0.021   0.000   0.370
   0.175  10.000   0.000   0.001   0.062   0.023   0.000   0.362
   0.200  10.000   0.000   0.001   0.066   0.023   0.000   0.354
   0.225  10.000   0.000   0.002   0.071   0.023   0.000   0.350
   0.250  10.000   0.001   0.002   0.075   0.023   0.000   0.348
   0.275  10.000   0.001   0.003   0.080   0.023   0.000   0.349
   0.300  11.000   0.001   0.004   0.085   0.023   0.000   0.352
   0.325  10.000   0.001   0.005   0.089   0.023   0.000   0.356
   0.350  10.000   0.001   0.007   0.094   0.023   0.000   0.361
   0.375  10.000   0.001   0.008   0.098   0.024   0.000   0.367
   0.400  10.000   0.001   0.009   0.102   0.024   0.000   0.373
   0.425  10.000   0.001   0.010   0.107   0.025   0.000   0.379
   0.450  10.000   0.002   0.011   0.111   0.025   0.000   0.385
   0.475  10.000   0.002   0.012   0.115   0.026   0.000   0.390
   0.500  10.000   0.002   0.013   0.119   0.026   0.000   0.396
   0.525  10.000   0.002   0.014   0.123   0.027   0.000   0.401
   0.550  10.000   0.002   0.015   0.127   0.028   0.000   0.406
   0.575  10.000   0.003   0.016   0.130   0.028   0.000   0.410
   0.600  10.000   0.003   0.017   0.134   0.029   0.000   0.414
   0.625  10.000   0.003   0.018   0.137   0.030   0.000   0.418
   0.650  10.000   0.003   0.019   0.140   0.030   0.000   0.421
   0.675  10.000   0.003   0.020   0.144   0.031   0.000   0.424
   0.700  10.000   0.004   0.021   0.147   0.032   0.000   0.426
   0.725  10.000   0.004   0.022   0.150   0.032   0.000   0.429
   0.750  10.000   0.004   0.022   0.153   0.033   0.000   0.431
   0.775  10.000   0.004   0.023   0.155   0.033   0.000   0.433
   0.800  10.000   0.005   0.024   0.158   0.034   0.000   0.434
   0.825  10.000   0.005   0.025   0.160   0.034   0.000   0.435
   0.850  10.000   0.005   0.025   0.163   0.035   0.000   0.437
   0.875  10.000   0.005   0.026   0.165   0.035   0.000   0.438
   0.900  10.000   0.006   0.027   0.167   0.035   0.000   0.439
   0.925  10.000   0.006   0.027   0.169   0.036   0.000   0.436
   0.950  10.000   0.006   0.028   0.170   0.036   0.000   0.434
   0.975  10.000   0.006   0.028   0.171   0.036   0.000   0.432
   1.000  10.000   0.006   0.028   0.173   0.036   0.000   0.430
