TEXTURE AT STRAIN =    0.3500
   1.362   1.771   0.396  <-- length of phase ellipsoid axes
 -175.62    3.55  -60.10  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
  178.14    4.90 -177.10   0.0003500
