  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.098   0.103   0.204
   0.025  20.000   0.100   0.104   0.205
   0.050  20.000   0.102   0.104   0.207
   0.075  20.000   0.103   0.105   0.209
   0.100  24.000   0.104   0.106   0.211
   0.125  26.000   0.104   0.108   0.213
   0.150  26.000   0.104   0.109   0.214
   0.175  27.000   0.103   0.109   0.214
   0.200  27.000   0.101   0.108   0.212
   0.225  27.000   0.099   0.107   0.209
   0.250  29.000   0.097   0.105   0.205
   0.275  28.000   0.094   0.102   0.200
   0.300  27.000   0.092   0.100   0.195
   0.325  29.000   0.089   0.097   0.189
   0.350  28.000   0.086   0.094   0.183
   0.375  27.000   0.084   0.091   0.178
   0.400  28.000   0.081   0.088   0.172
   0.425  28.000   0.079   0.085   0.166
   0.450  28.000   0.076   0.082   0.161
   0.475  27.000   0.074   0.080   0.156
   0.500  27.000   0.072   0.077   0.152
   0.525  26.000   0.070   0.075   0.147
   0.550  26.000   0.068   0.073   0.143
   0.575  26.000   0.066   0.071   0.139
   0.600  26.000   0.065   0.069   0.135
   0.625  26.000   0.063   0.067   0.132
   0.650  26.000   0.062   0.065   0.129
   0.675  26.000   0.060   0.064   0.126
   0.700  26.000   0.059   0.062   0.123
   0.725  26.000   0.058   0.061   0.120
   0.750  26.000   0.056   0.060   0.118
   0.775  27.000   0.055   0.059   0.116
   0.800  30.000   0.054   0.058   0.114
   0.825  29.000   0.053   0.057   0.112
   0.850  28.000   0.052   0.057   0.111
   0.875  30.000   0.052   0.056   0.110
   0.900  27.000   0.052   0.055   0.109
   0.925  26.000   0.052   0.055   0.108
   0.950  28.000   0.053   0.054   0.108
   0.975  26.000   0.054   0.054   0.109
   1.000  22.000   0.055   0.054   0.109
