  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.000   0.292   0.029   0.000   0.173   0.010   0.092
   0.025   6.000   0.000   0.286   0.033   0.000   0.172   0.010   0.091
   0.050   6.000   0.000   0.280   0.037   0.000   0.170   0.009   0.091
   0.075   6.000   0.000   0.274   0.041   0.000   0.168   0.009   0.091
   0.100   6.000   0.000   0.268   0.044   0.000   0.166   0.009   0.092
   0.125   6.000   0.000   0.261   0.046   0.000   0.165   0.009   0.093
   0.150   6.000   0.000   0.255   0.049   0.000   0.165   0.009   0.095
   0.175   6.000   0.000   0.250   0.052   0.000   0.167   0.009   0.097
   0.200   6.000   0.000   0.245   0.055   0.000   0.170   0.009   0.100
   0.225   7.000   0.000   0.241   0.058   0.000   0.174   0.009   0.103
   0.250   7.000   0.000   0.237   0.061   0.000   0.179   0.010   0.106
   0.275   7.000   0.000   0.234   0.065   0.000   0.185   0.010   0.109
   0.300   7.000   0.000   0.231   0.069   0.000   0.192   0.011   0.111
   0.325   7.000   0.000   0.228   0.073   0.000   0.200   0.011   0.113
   0.350   8.000   0.000   0.226   0.077   0.000   0.208   0.011   0.114
   0.375   8.000   0.000   0.224   0.081   0.000   0.217   0.012   0.114
   0.400   8.000   0.000   0.222   0.086   0.000   0.226   0.012   0.113
   0.425   8.000   0.000   0.220   0.090   0.000   0.235   0.013   0.112
   0.450   8.000   0.000   0.218   0.094   0.000   0.245   0.013   0.110
   0.475   7.000   0.000   0.216   0.098   0.000   0.256   0.013   0.107
   0.500   7.000   0.000   0.215   0.102   0.000   0.266   0.013   0.103
   0.525   6.000   0.000   0.213   0.105   0.000   0.277   0.014   0.098
   0.550   5.000   0.000   0.211   0.109   0.000   0.289   0.014   0.093
   0.575   5.000   0.000   0.209   0.113   0.000   0.301   0.014   0.087
   0.600   5.000   0.000   0.208   0.116   0.000   0.313   0.015   0.080
   0.625   5.000   0.000   0.206   0.120   0.000   0.325   0.015   0.072
   0.650   5.000   0.000   0.204   0.123   0.000   0.338   0.015   0.064
   0.675   4.000   0.000   0.203   0.126   0.000   0.350   0.015   0.056
   0.700   4.000   0.000   0.201   0.130   0.000   0.363   0.015   0.047
   0.725   3.000   0.000   0.200   0.133   0.000   0.375   0.015   0.038
   0.750   3.000   0.000   0.198   0.136   0.000   0.387   0.015   0.030
   0.775   3.000   0.000   0.197   0.138   0.000   0.398   0.015   0.022
   0.800   3.000   0.000   0.195   0.141   0.001   0.407   0.015   0.016
   0.825   3.000   0.000   0.193   0.143   0.001   0.415   0.015   0.011
   0.850   3.000   0.000   0.192   0.145   0.001   0.421   0.015   0.007
   0.875   3.000   0.000   0.190   0.146   0.001   0.426   0.014   0.006
   0.900   3.000   0.000   0.188   0.146   0.001   0.429   0.014   0.007
   0.925   3.000   0.000   0.185   0.146   0.001   0.430   0.013   0.010
   0.950   3.000   0.000   0.182   0.144   0.001   0.430   0.012   0.014
   0.975   3.000   0.000   0.179   0.142   0.001   0.429   0.011   0.021
   1.000   3.000   0.000   0.175   0.139   0.001   0.427   0.010   0.028
