TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  103.76   23.66 -143.60  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
  105.00   45.00 -105.00   0.0003500
