  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.067   0.004   0.047   0.150   0.173   0.000   0.039
   0.025   6.000   0.064   0.003   0.046   0.148   0.167   0.000   0.043
   0.050   6.000   0.062   0.003   0.045   0.147   0.161   0.000   0.047
   0.075   6.000   0.060   0.003   0.044   0.147   0.155   0.000   0.052
   0.100   6.000   0.058   0.003   0.044   0.148   0.150   0.000   0.057
   0.125   6.000   0.057   0.003   0.044   0.151   0.145   0.000   0.064
   0.150   6.000   0.056   0.002   0.043   0.155   0.141   0.000   0.071
   0.175   6.000   0.055   0.002   0.043   0.160   0.137   0.000   0.080
   0.200   6.000   0.053   0.002   0.043   0.164   0.135   0.000   0.089
   0.225   6.000   0.050   0.002   0.041   0.167   0.131   0.000   0.097
   0.250   6.000   0.048   0.002   0.038   0.169   0.128   0.000   0.104
   0.275   6.000   0.046   0.002   0.035   0.172   0.124   0.000   0.110
   0.300   6.000   0.046   0.003   0.032   0.174   0.121   0.000   0.117
   0.325   6.000   0.046   0.003   0.030   0.177   0.119   0.000   0.125
   0.350   6.000   0.046   0.003   0.028   0.180   0.118   0.000   0.133
   0.375   6.000   0.046   0.004   0.027   0.183   0.118   0.000   0.142
   0.400   6.000   0.046   0.004   0.026   0.185   0.117   0.000   0.151
   0.425   6.000   0.046   0.004   0.025   0.187   0.118   0.000   0.161
   0.450   7.000   0.046   0.004   0.025   0.188   0.118   0.000   0.171
   0.475   7.000   0.045   0.005   0.024   0.189   0.119   0.000   0.181
   0.500   7.000   0.045   0.005   0.024   0.190   0.120   0.000   0.191
   0.525   8.000   0.044   0.005   0.023   0.190   0.120   0.000   0.202
   0.550   8.000   0.043   0.004   0.023   0.190   0.121   0.000   0.212
   0.575   8.000   0.042   0.004   0.022   0.190   0.122   0.000   0.222
   0.600   8.000   0.041   0.004   0.022   0.190   0.123   0.000   0.232
   0.625   8.000   0.040   0.004   0.022   0.189   0.124   0.000   0.241
   0.650   9.000   0.039   0.004   0.021   0.188   0.125   0.000   0.250
   0.675   9.000   0.037   0.004   0.021   0.188   0.126   0.000   0.259
   0.700   9.000   0.036   0.003   0.020   0.186   0.126   0.000   0.268
   0.725  10.000   0.035   0.003   0.020   0.185   0.127   0.000   0.276
   0.750  11.000   0.034   0.003   0.020   0.184   0.128   0.000   0.284
   0.775  11.000   0.032   0.003   0.019   0.183   0.129   0.000   0.292
   0.800  11.000   0.031   0.002   0.019   0.182   0.130   0.000   0.299
   0.825  11.000   0.030   0.002   0.019   0.180   0.130   0.000   0.306
   0.850  11.000   0.029   0.002   0.018   0.179   0.131   0.000   0.312
   0.875  11.000   0.028   0.002   0.018   0.177   0.132   0.000   0.319
   0.900  11.000   0.027   0.002   0.018   0.176   0.133   0.000   0.325
   0.925  11.000   0.026   0.002   0.018   0.174   0.133   0.000   0.328
   0.950  11.000   0.025   0.001   0.017   0.172   0.133   0.000   0.331
   0.975  11.000   0.024   0.001   0.017   0.169   0.133   0.000   0.334
   1.000  11.000   0.023   0.001   0.017   0.167   0.133   0.000   0.337
