  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   7.000   0.144   0.013   0.137   0.092   0.000   0.085
   0.025   7.000   0.141   0.013   0.139   0.084   0.000   0.086
   0.050   7.000   0.137   0.013   0.142   0.075   0.000   0.089
   0.075   7.000   0.133   0.012   0.146   0.067   0.000   0.091
   0.100   7.000   0.129   0.011   0.150   0.061   0.000   0.092
   0.125   7.000   0.125   0.011   0.155   0.058   0.000   0.091
   0.150   7.000   0.123   0.010   0.159   0.057   0.000   0.091
   0.175   7.000   0.121   0.010   0.165   0.057   0.000   0.090
   0.200   7.000   0.120   0.009   0.170   0.057   0.000   0.089
   0.225   7.000   0.120   0.009   0.176   0.059   0.000   0.089
   0.250   7.000   0.121   0.009   0.182   0.061   0.000   0.089
   0.275   7.000   0.122   0.009   0.189   0.064   0.000   0.088
   0.300   7.000   0.124   0.009   0.196   0.067   0.000   0.088
   0.325   7.000   0.126   0.009   0.203   0.070   0.000   0.088
   0.350   7.000   0.128   0.009   0.211   0.074   0.000   0.087
   0.375   7.000   0.130   0.009   0.218   0.078   0.000   0.086
   0.400   7.000   0.133   0.009   0.226   0.082   0.000   0.084
   0.425   7.000   0.136   0.010   0.234   0.086   0.000   0.082
   0.450   7.000   0.138   0.010   0.242   0.091   0.000   0.080
   0.475   7.000   0.141   0.010   0.250   0.095   0.000   0.077
   0.500   7.000   0.143   0.011   0.258   0.100   0.000   0.073
   0.525   7.000   0.146   0.011   0.265   0.105   0.000   0.069
   0.550   7.000   0.148   0.012   0.273   0.109   0.000   0.065
   0.575   7.000   0.150   0.012   0.281   0.114   0.000   0.060
   0.600   7.000   0.153   0.012   0.288   0.119   0.000   0.055
   0.625   7.000   0.155   0.013   0.295   0.123   0.000   0.050
   0.650   7.000   0.157   0.013   0.302   0.128   0.000   0.045
   0.675   7.000   0.158   0.014   0.308   0.132   0.000   0.040
   0.700   6.000   0.160   0.014   0.314   0.137   0.000   0.036
   0.725   6.000   0.161   0.015   0.319   0.140   0.000   0.032
   0.750   6.000   0.163   0.015   0.324   0.144   0.000   0.030
   0.775   6.000   0.163   0.016   0.328   0.147   0.000   0.028
   0.800   5.000   0.164   0.016   0.331   0.150   0.000   0.027
   0.825   5.000   0.164   0.016   0.333   0.152   0.000   0.027
   0.850   5.000   0.164   0.017   0.335   0.154   0.000   0.029
   0.875   6.000   0.163   0.017   0.336   0.155   0.000   0.031
   0.900   7.000   0.162   0.018   0.337   0.156   0.000   0.035
   0.925   7.000   0.160   0.018   0.337   0.157   0.000   0.040
   0.950   7.000   0.157   0.018   0.335   0.156   0.000   0.045
   0.975   7.000   0.153   0.019   0.332   0.156   0.000   0.051
   1.000   7.000   0.149   0.019   0.329   0.155   0.000   0.058
