  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.118   0.111   0.226
   0.025  23.000   0.116   0.110   0.223
   0.050  19.000   0.113   0.108   0.218
   0.075  20.000   0.110   0.105   0.213
   0.100  19.000   0.108   0.103   0.209
   0.125  20.000   0.107   0.102   0.206
   0.150  21.000   0.106   0.100   0.204
   0.175  20.000   0.104   0.099   0.201
   0.200  20.000   0.103   0.097   0.198
   0.225  20.000   0.101   0.096   0.195
   0.250  20.000   0.099   0.094   0.191
   0.275  21.000   0.097   0.093   0.188
   0.300  21.000   0.095   0.091   0.184
   0.325  21.000   0.092   0.089   0.180
   0.350  23.000   0.090   0.088   0.177
   0.375  23.000   0.088   0.086   0.173
   0.400  26.000   0.085   0.085   0.170
   0.425  27.000   0.083   0.084   0.167
   0.450  28.000   0.081   0.083   0.164
   0.475  27.000   0.079   0.081   0.161
   0.500  26.000   0.077   0.080   0.159
   0.525  26.000   0.075   0.079   0.156
   0.550  27.000   0.073   0.078   0.153
   0.575  27.000   0.071   0.077   0.150
   0.600  29.000   0.070   0.075   0.148
   0.625  30.000   0.068   0.074   0.145
   0.650  30.000   0.067   0.073   0.142
   0.675  28.000   0.066   0.072   0.140
   0.700  28.000   0.064   0.070   0.137
   0.725  28.000   0.063   0.069   0.135
   0.750  28.000   0.062   0.068   0.132
   0.775  28.000   0.061   0.067   0.130
   0.800  28.000   0.060   0.066   0.128
   0.825  28.000   0.059   0.065   0.126
   0.850  28.000   0.058   0.064   0.124
   0.875  28.000   0.057   0.063   0.122
   0.900  28.000   0.057   0.062   0.120
   0.925  28.000   0.056   0.061   0.119
   0.950  28.000   0.055   0.060   0.117
   0.975  28.000   0.054   0.059   0.116
   1.000  28.000   0.054   0.059   0.116
