  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.123   0.119   0.241
   0.025  27.000   0.122   0.120   0.241
   0.050  25.000   0.121   0.119   0.240
   0.075  24.000   0.119   0.119   0.238
   0.100  21.000   0.118   0.118   0.237
   0.125  22.000   0.118   0.119   0.237
   0.150  23.000   0.118   0.120   0.239
   0.175  23.000   0.118   0.121   0.240
   0.200  23.000   0.118   0.121   0.240
   0.225  22.000   0.117   0.121   0.240
   0.250  22.000   0.116   0.121   0.239
   0.275  21.000   0.114   0.120   0.237
   0.300  22.000   0.112   0.120   0.235
   0.325  22.000   0.111   0.118   0.232
   0.350  22.000   0.109   0.117   0.229
   0.375  22.000   0.107   0.115   0.226
   0.400  22.000   0.105   0.114   0.223
   0.425  22.000   0.103   0.112   0.219
   0.450  21.000   0.101   0.110   0.215
   0.475  21.000   0.100   0.108   0.211
   0.500  21.000   0.098   0.106   0.208
   0.525  21.000   0.096   0.104   0.204
   0.550  21.000   0.094   0.103   0.200
   0.575  21.000   0.092   0.101   0.197
   0.600  21.000   0.091   0.099   0.193
   0.625  21.000   0.089   0.097   0.190
   0.650  21.000   0.088   0.096   0.187
   0.675  22.000   0.087   0.094   0.184
   0.700  22.000   0.085   0.093   0.181
   0.725  22.000   0.084   0.091   0.178
   0.750  22.000   0.083   0.090   0.176
   0.775  23.000   0.082   0.089   0.173
   0.800  23.000   0.081   0.087   0.171
   0.825  23.000   0.080   0.086   0.169
   0.850  23.000   0.079   0.085   0.166
   0.875  23.000   0.078   0.084   0.164
   0.900  23.000   0.077   0.083   0.163
   0.925  23.000   0.076   0.082   0.161
   0.950  22.000   0.075   0.081   0.159
   0.975  22.000   0.075   0.080   0.158
   1.000  21.000   0.074   0.080   0.156
