  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   9.000   0.000   0.000   0.004   0.004   0.037   0.403
   0.025   9.000   0.000   0.000   0.004   0.004   0.039   0.396
   0.050   9.000   0.000   0.000   0.004   0.004   0.042   0.392
   0.075   9.000   0.000   0.000   0.005   0.005   0.045   0.391
   0.100  11.000   0.000   0.000   0.005   0.005   0.049   0.393
   0.125  11.000   0.000   0.000   0.005   0.005   0.052   0.396
   0.150  11.000   0.000   0.000   0.006   0.006   0.056   0.400
   0.175  11.000   0.000   0.000   0.006   0.007   0.061   0.399
   0.200  11.000   0.000   0.000   0.007   0.007   0.065   0.392
   0.225  11.000   0.000   0.000   0.007   0.008   0.069   0.385
   0.250  11.000   0.000   0.000   0.008   0.008   0.073   0.379
   0.275  11.000   0.000   0.000   0.009   0.008   0.077   0.377
   0.300  11.000   0.000   0.000   0.010   0.008   0.081   0.377
   0.325  11.000   0.000   0.000   0.011   0.008   0.085   0.379
   0.350  11.000   0.000   0.000   0.012   0.008   0.090   0.382
   0.375  11.000   0.000   0.000   0.014   0.008   0.094   0.386
   0.400  11.000   0.000   0.000   0.015   0.008   0.099   0.391
   0.425  11.000   0.000   0.000   0.016   0.008   0.103   0.397
   0.450  11.000   0.000   0.000   0.017   0.009   0.107   0.402
   0.475  11.000   0.001   0.000   0.018   0.009   0.111   0.407
   0.500  11.000   0.001   0.000   0.019   0.009   0.115   0.412
   0.525  11.000   0.001   0.000   0.020   0.010   0.119   0.416
   0.550  11.000   0.001   0.000   0.021   0.010   0.123   0.421
   0.575  11.000   0.001   0.000   0.021   0.011   0.127   0.425
   0.600  11.000   0.001   0.000   0.022   0.011   0.130   0.428
   0.625  11.000   0.002   0.000   0.023   0.012   0.134   0.432
   0.650  12.000   0.002   0.000   0.024   0.012   0.137   0.435
   0.675  12.000   0.002   0.000   0.024   0.013   0.140   0.437
   0.700  12.000   0.003   0.000   0.025   0.013   0.143   0.440
   0.725  12.000   0.003   0.000   0.025   0.014   0.146   0.442
   0.750  12.000   0.003   0.000   0.026   0.014   0.149   0.443
   0.775  12.000   0.004   0.000   0.026   0.015   0.152   0.445
   0.800  12.000   0.004   0.000   0.027   0.016   0.154   0.446
   0.825  12.000   0.005   0.000   0.027   0.016   0.157   0.448
   0.850  12.000   0.005   0.000   0.028   0.017   0.159   0.449
   0.875  12.000   0.006   0.000   0.028   0.018   0.162   0.450
   0.900  12.000   0.006   0.000   0.028   0.018   0.164   0.450
   0.925  12.000   0.007   0.000   0.028   0.019   0.166   0.451
   0.950  12.000   0.007   0.000   0.028   0.020   0.168   0.451
   0.975  12.000   0.008   0.000   0.028   0.020   0.169   0.449
   1.000  12.000   0.009   0.000   0.028   0.021   0.170   0.447
