  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.139   0.133   0.270
   0.025  27.000   0.142   0.135   0.274
   0.050  28.000   0.143   0.137   0.277
   0.075  28.000   0.144   0.137   0.279
   0.100  28.000   0.143   0.137   0.277
   0.125  28.000   0.141   0.136   0.274
   0.150  27.000   0.138   0.133   0.269
   0.175  26.000   0.134   0.130   0.263
   0.200  26.000   0.129   0.127   0.255
   0.225  24.000   0.124   0.123   0.246
   0.250  21.000   0.118   0.118   0.236
   0.275  21.000   0.113   0.114   0.227
   0.300  21.000   0.108   0.109   0.217
   0.325  21.000   0.103   0.104   0.208
   0.350  21.000   0.099   0.100   0.199
   0.375  22.000   0.095   0.096   0.191
   0.400  22.000   0.091   0.092   0.184
   0.425  22.000   0.088   0.088   0.177
   0.450  22.000   0.085   0.085   0.171
   0.475  21.000   0.083   0.082   0.165
   0.500  22.000   0.080   0.080   0.160
   0.525  22.000   0.078   0.077   0.155
   0.550  23.000   0.075   0.075   0.151
   0.575  24.000   0.073   0.074   0.147
   0.600  26.000   0.071   0.072   0.144
   0.625  26.000   0.070   0.071   0.140
   0.650  26.000   0.068   0.069   0.138
   0.675  27.000   0.066   0.068   0.135
   0.700  27.000   0.065   0.067   0.132
   0.725  26.000   0.063   0.066   0.130
   0.750  26.000   0.062   0.065   0.128
   0.775  26.000   0.061   0.064   0.126
   0.800  26.000   0.060   0.063   0.124
   0.825  26.000   0.059   0.062   0.122
   0.850  26.000   0.058   0.061   0.120
   0.875  26.000   0.057   0.060   0.118
   0.900  26.000   0.057   0.060   0.118
   0.925  26.000   0.057   0.060   0.119
   0.950  27.000   0.057   0.060   0.119
   0.975  27.000   0.057   0.060   0.119
   1.000  27.000   0.057   0.061   0.119
