  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.108   0.105   0.212
   0.025  19.000   0.107   0.106   0.212
   0.050  15.000   0.105   0.106   0.211
   0.075  14.000   0.104   0.106   0.211
   0.100  14.000   0.104   0.107   0.212
   0.125  17.000   0.104   0.108   0.214
   0.150  17.000   0.104   0.109   0.215
   0.175  19.000   0.104   0.109   0.216
   0.200  19.000   0.104   0.109   0.215
   0.225  19.000   0.103   0.108   0.213
   0.250  19.000   0.101   0.107   0.211
   0.275  19.000   0.100   0.105   0.207
   0.300  19.000   0.098   0.103   0.204
   0.325  19.000   0.096   0.101   0.199
   0.350  19.000   0.093   0.099   0.195
   0.375  19.000   0.091   0.097   0.190
   0.400  20.000   0.089   0.095   0.186
   0.425  21.000   0.086   0.092   0.181
   0.450  21.000   0.084   0.091   0.177
   0.475  21.000   0.082   0.089   0.174
   0.500  21.000   0.081   0.087   0.171
   0.525  21.000   0.079   0.086   0.168
   0.550  19.000   0.078   0.085   0.166
   0.575  19.000   0.077   0.084   0.164
   0.600  19.000   0.077   0.083   0.163
   0.625  19.000   0.076   0.083   0.162
   0.650  19.000   0.075   0.082   0.161
   0.675  19.000   0.075   0.082   0.160
   0.700  19.000   0.075   0.081   0.159
   0.725  19.000   0.074   0.081   0.158
   0.750  19.000   0.074   0.081   0.157
   0.775  19.000   0.074   0.080   0.157
   0.800  19.000   0.073   0.080   0.156
   0.825  19.000   0.073   0.079   0.155
   0.850  19.000   0.073   0.079   0.155
   0.875  21.000   0.072   0.079   0.154
   0.900  21.000   0.072   0.078   0.153
   0.925  21.000   0.072   0.078   0.152
   0.950  22.000   0.071   0.077   0.151
   0.975  23.000   0.071   0.077   0.150
   1.000  23.000   0.070   0.076   0.149
