  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.070   0.316   0.001   0.000   0.000   0.188
   0.025   6.000   0.063   0.320   0.000   0.000   0.000   0.192
   0.050   6.000   0.056   0.323   0.000   0.000   0.000   0.198
   0.075   6.000   0.050   0.325   0.000   0.000   0.000   0.204
   0.100   6.000   0.044   0.326   0.000   0.000   0.000   0.208
   0.125   6.000   0.038   0.326   0.000   0.000   0.000   0.210
   0.150   6.000   0.032   0.327   0.000   0.000   0.000   0.213
   0.175   5.000   0.026   0.329   0.000   0.000   0.000   0.215
   0.200   5.000   0.021   0.332   0.000   0.000   0.000   0.219
   0.225   4.000   0.017   0.335   0.000   0.000   0.000   0.223
   0.250   4.000   0.013   0.339   0.000   0.000   0.000   0.229
   0.275   4.000   0.009   0.343   0.000   0.000   0.000   0.235
   0.300   6.000   0.007   0.347   0.000   0.000   0.000   0.242
   0.325   7.000   0.005   0.350   0.000   0.000   0.000   0.249
   0.350   7.000   0.003   0.354   0.000   0.000   0.000   0.256
   0.375   7.000   0.002   0.357   0.000   0.000   0.000   0.263
   0.400   7.000   0.001   0.359   0.001   0.000   0.000   0.270
   0.425   7.000   0.001   0.361   0.001   0.000   0.000   0.277
   0.450   7.000   0.000   0.362   0.002   0.000   0.000   0.283
   0.475   7.000   0.000   0.362   0.003   0.000   0.000   0.289
   0.500   7.000   0.000   0.361   0.005   0.000   0.000   0.294
   0.525   7.000   0.000   0.360   0.008   0.000   0.000   0.298
   0.550   7.000   0.000   0.357   0.011   0.000   0.000   0.302
   0.575   7.000   0.000   0.353   0.015   0.000   0.000   0.306
   0.600   8.000   0.000   0.349   0.020   0.000   0.000   0.309
   0.625   9.000   0.000   0.344   0.025   0.000   0.000   0.311
   0.650   9.000   0.000   0.339   0.030   0.000   0.000   0.313
   0.675   9.000   0.000   0.333   0.035   0.000   0.000   0.315
   0.700   9.000   0.000   0.327   0.041   0.000   0.000   0.317
   0.725   8.000   0.000   0.321   0.047   0.000   0.000   0.319
   0.750   9.000   0.000   0.315   0.053   0.000   0.000   0.320
   0.775   9.000   0.000   0.309   0.059   0.000   0.000   0.322
   0.800   9.000   0.000   0.302   0.065   0.000   0.000   0.324
   0.825   9.000   0.000   0.297   0.070   0.000   0.000   0.325
   0.850   9.000   0.000   0.291   0.076   0.000   0.000   0.327
   0.875   9.000   0.000   0.285   0.082   0.000   0.000   0.328
   0.900   9.000   0.000   0.280   0.087   0.000   0.000   0.330
   0.925   9.000   0.000   0.275   0.092   0.000   0.000   0.331
   0.950   9.000   0.000   0.270   0.097   0.000   0.000   0.333
   0.975   9.000   0.000   0.265   0.102   0.000   0.000   0.334
   1.000   9.000   0.000   0.261   0.107   0.000   0.000   0.336
