  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  20.000   0.119   0.123   0.244
   0.025  20.000   0.120   0.124   0.245
   0.050  19.000   0.120   0.124   0.246
   0.075  19.000   0.122   0.126   0.250
   0.100  20.000   0.124   0.129   0.255
   0.125  20.000   0.126   0.131   0.260
   0.150  21.000   0.127   0.133   0.263
   0.175  21.000   0.127   0.134   0.264
   0.200  21.000   0.127   0.134   0.264
   0.225  21.000   0.126   0.134   0.263
   0.250  21.000   0.124   0.133   0.261
   0.275  22.000   0.122   0.131   0.257
   0.300  23.000   0.120   0.130   0.254
   0.325  23.000   0.118   0.128   0.249
   0.350  22.000   0.115   0.125   0.245
   0.375  21.000   0.113   0.123   0.240
   0.400  21.000   0.110   0.120   0.235
   0.425  21.000   0.108   0.118   0.230
   0.450  21.000   0.106   0.115   0.225
   0.475  21.000   0.103   0.112   0.219
   0.500  21.000   0.101   0.110   0.215
   0.525  21.000   0.099   0.107   0.210
   0.550  21.000   0.096   0.105   0.205
   0.575  21.000   0.094   0.103   0.201
   0.600  21.000   0.092   0.101   0.197
   0.625  21.000   0.090   0.099   0.193
   0.650  21.000   0.089   0.097   0.189
   0.675  21.000   0.087   0.095   0.185
   0.700  21.000   0.086   0.093   0.182
   0.725  21.000   0.084   0.092   0.179
   0.750  21.000   0.083   0.090   0.176
   0.775  21.000   0.081   0.089   0.173
   0.800  21.000   0.080   0.087   0.171
   0.825  21.000   0.079   0.086   0.168
   0.850  21.000   0.078   0.085   0.166
   0.875  21.000   0.077   0.084   0.164
   0.900  22.000   0.076   0.083   0.162
   0.925  22.000   0.075   0.082   0.160
   0.950  22.000   0.075   0.081   0.158
   0.975  22.000   0.074   0.080   0.157
   1.000  22.000   0.074   0.080   0.157
