TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  167.46   35.51 -129.34  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
  165.00   74.99 -165.00   0.0003500
