  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.089   0.094   0.184
   0.025  21.000   0.089   0.095   0.186
   0.050  21.000   0.089   0.096   0.188
   0.075  20.000   0.089   0.096   0.189
   0.100  20.000   0.089   0.097   0.189
   0.125  20.000   0.088   0.096   0.188
   0.150  19.000   0.087   0.095   0.185
   0.175  18.000   0.085   0.092   0.180
   0.200  14.000   0.083   0.090   0.176
   0.225  18.000   0.087   0.095   0.185
   0.250  19.000   0.092   0.100   0.196
   0.275  20.000   0.096   0.104   0.204
   0.300  21.000   0.099   0.107   0.209
   0.325  21.000   0.101   0.109   0.213
   0.350  21.000   0.102   0.110   0.216
   0.375  22.000   0.103   0.111   0.218
   0.400  22.000   0.103   0.112   0.218
   0.425  23.000   0.104   0.112   0.219
   0.450  22.000   0.104   0.111   0.218
   0.475  22.000   0.103   0.111   0.218
   0.500  21.000   0.103   0.110   0.216
   0.525  21.000   0.102   0.110   0.215
   0.550  21.000   0.102   0.109   0.213
   0.575  21.000   0.101   0.108   0.211
   0.600  21.000   0.100   0.107   0.209
   0.625  21.000   0.099   0.106   0.207
   0.650  21.000   0.098   0.104   0.205
   0.675  21.000   0.097   0.103   0.203
   0.700  21.000   0.096   0.102   0.201
   0.725  21.000   0.095   0.101   0.199
   0.750  21.000   0.094   0.100   0.196
   0.775  21.000   0.093   0.099   0.194
   0.800  20.000   0.092   0.098   0.192
   0.825  20.000   0.091   0.097   0.190
   0.850  20.000   0.090   0.096   0.188
   0.875  20.000   0.089   0.095   0.186
   0.900  20.000   0.088   0.094   0.184
   0.925  20.000   0.088   0.093   0.182
   0.950  20.000   0.087   0.092   0.180
   0.975  20.000   0.086   0.091   0.179
   1.000  20.000   0.085   0.090   0.177
