          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.68802E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22273E+02  0.23226E+02 -0.45498E+02  0.16479E+01 -0.18973E+01 -0.43318E+01      982.00
  0.24799E-01  0.68597E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.22255E+02  0.23119E+02 -0.45373E+02  0.16914E+01 -0.19501E+01 -0.41983E+01      982.00
  0.49603E-01  0.68423E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.22244E+02  0.23028E+02 -0.45271E+02  0.17375E+01 -0.19969E+01 -0.40374E+01      982.00
  0.74414E-01  0.68344E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.22278E+02  0.22959E+02 -0.45237E+02  0.17822E+01 -0.20479E+01 -0.38326E+01      982.00
  0.99236E-01  0.68325E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22345E+02  0.22902E+02 -0.45246E+02  0.18275E+01 -0.21043E+01 -0.35846E+01      982.00
  0.12407E+00  0.68387E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22448E+02  0.22862E+02 -0.45311E+02  0.18714E+01 -0.21648E+01 -0.33024E+01      982.00
  0.14891E+00  0.68541E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22584E+02  0.22851E+02 -0.45436E+02  0.19158E+01 -0.22265E+01 -0.30007E+01      982.00
  0.17377E+00  0.68734E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22740E+02  0.22846E+02 -0.45586E+02  0.19571E+01 -0.22915E+01 -0.26786E+01      982.00
  0.19864E+00  0.68979E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.22911E+02  0.22855E+02 -0.45767E+02  0.19963E+01 -0.23565E+01 -0.23532E+01      982.00
  0.22353E+00  0.69251E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23091E+02  0.22873E+02 -0.45963E+02  0.20332E+01 -0.24221E+01 -0.20232E+01      982.00
  0.24841E+00  0.69510E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23262E+02  0.22885E+02 -0.46147E+02  0.20635E+01 -0.24852E+01 -0.17040E+01      982.00
  0.27331E+00  0.69785E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23428E+02  0.22911E+02 -0.46339E+02  0.20919E+01 -0.25416E+01 -0.14058E+01      982.00
  0.29821E+00  0.70051E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23582E+02  0.22939E+02 -0.46521E+02  0.21152E+01 -0.25927E+01 -0.11228E+01      982.00
  0.32311E+00  0.70304E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23726E+02  0.22967E+02 -0.46693E+02  0.21323E+01 -0.26374E+01 -0.85297E+00      982.00
  0.34802E+00  0.70531E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23855E+02  0.22992E+02 -0.46847E+02  0.21417E+01 -0.26742E+01 -0.59486E+00      982.00
  0.37293E+00  0.70742E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23973E+02  0.23015E+02 -0.46988E+02  0.21415E+01 -0.27029E+01 -0.34425E+00      982.00
  0.39784E+00  0.70919E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24074E+02  0.23032E+02 -0.47106E+02  0.21296E+01 -0.27237E+01 -0.97906E-01      982.00
  0.42274E+00  0.71075E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24165E+02  0.23046E+02 -0.47211E+02  0.21040E+01 -0.27358E+01  0.14893E+00      982.00
  0.44765E+00  0.71189E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24243E+02  0.23044E+02 -0.47287E+02  0.20553E+01 -0.27445E+01  0.40323E+00      982.00
  0.47256E+00  0.71317E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24309E+02  0.23062E+02 -0.47371E+02  0.20093E+01 -0.27409E+01  0.64502E+00      982.00
  0.49747E+00  0.71399E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24361E+02  0.23064E+02 -0.47424E+02  0.19310E+01 -0.27383E+01  0.92707E+00      982.00
  0.52238E+00  0.71470E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24393E+02  0.23076E+02 -0.47468E+02  0.18515E+01 -0.27279E+01  0.11964E+01      982.00
  0.54729E+00  0.71506E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24407E+02  0.23080E+02 -0.47487E+02  0.17526E+01 -0.27162E+01  0.14820E+01      982.00
  0.57219E+00  0.71532E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24405E+02  0.23093E+02 -0.47498E+02  0.16502E+01 -0.26947E+01  0.17706E+01      982.00
  0.59709E+00  0.71544E+02    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24383E+02  0.23115E+02 -0.47498E+02  0.15549E+01 -0.26565E+01  0.20558E+01      982.00
  0.62199E+00  0.71545E+02    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24342E+02  0.23149E+02 -0.47490E+02  0.14779E+01 -0.25955E+01  0.23304E+01      982.00
  0.64688E+00  0.71534E+02    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24284E+02  0.23189E+02 -0.47473E+02  0.14154E+01 -0.25079E+01  0.26100E+01      982.00
  0.67177E+00  0.71512E+02    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24205E+02  0.23244E+02 -0.47449E+02  0.13863E+01 -0.23945E+01  0.28722E+01      982.00
  0.69665E+00  0.71490E+02    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24111E+02  0.23312E+02 -0.47423E+02  0.14026E+01 -0.22796E+01  0.30991E+01      982.00
  0.72152E+00  0.71464E+02    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24010E+02  0.23381E+02 -0.47392E+02  0.14450E+01 -0.21822E+01  0.33076E+01      982.00
  0.74639E+00  0.71444E+02    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23905E+02  0.23457E+02 -0.47362E+02  0.14978E+01 -0.20860E+01  0.35234E+01      982.00
  0.77125E+00  0.71420E+02    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23791E+02  0.23537E+02 -0.47327E+02  0.15675E+01 -0.19919E+01  0.37303E+01      982.00
  0.79610E+00  0.71392E+02    0.40000E+00  0.40000E+00 -0.80000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.23666E+02  0.23622E+02 -0.47288E+02  0.16506E+01 -0.19029E+01  0.39313E+01      982.00
