  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.000   0.092   0.097   0.162   0.000   0.167   0.034
   0.025   5.000   0.000   0.089   0.090   0.162   0.000   0.164   0.035
   0.050   5.000   0.000   0.086   0.085   0.161   0.000   0.160   0.037
   0.075   5.000   0.000   0.085   0.080   0.160   0.000   0.157   0.039
   0.100   6.000   0.000   0.083   0.077   0.160   0.000   0.155   0.042
   0.125   6.000   0.000   0.082   0.074   0.161   0.000   0.153   0.045
   0.150   6.000   0.000   0.082   0.073   0.162   0.000   0.152   0.049
   0.175   6.000   0.000   0.082   0.072   0.163   0.000   0.152   0.054
   0.200   6.000   0.000   0.082   0.071   0.165   0.000   0.153   0.059
   0.225   6.000   0.000   0.082   0.071   0.167   0.000   0.154   0.066
   0.250   6.000   0.000   0.083   0.071   0.169   0.000   0.156   0.073
   0.275   6.000   0.000   0.083   0.071   0.172   0.000   0.158   0.081
   0.300   6.000   0.000   0.082   0.072   0.174   0.000   0.159   0.089
   0.325   6.000   0.000   0.082   0.072   0.176   0.000   0.161   0.099
   0.350   6.000   0.000   0.081   0.072   0.178   0.000   0.163   0.108
   0.375   6.000   0.000   0.080   0.072   0.180   0.000   0.165   0.119
   0.400   6.000   0.000   0.079   0.071   0.181   0.000   0.167   0.129
   0.425   6.000   0.000   0.078   0.071   0.182   0.000   0.168   0.140
   0.450   7.000   0.000   0.077   0.070   0.182   0.000   0.169   0.152
   0.475   7.000   0.000   0.075   0.069   0.182   0.000   0.171   0.163
   0.500   7.000   0.000   0.073   0.068   0.182   0.000   0.172   0.175
   0.525   7.000   0.000   0.071   0.067   0.181   0.000   0.173   0.186
   0.550   7.000   0.000   0.069   0.066   0.180   0.000   0.173   0.198
   0.575   7.000   0.000   0.067   0.064   0.179   0.000   0.174   0.209
   0.600   8.000   0.000   0.065   0.063   0.177   0.000   0.175   0.220
   0.625   8.000   0.000   0.063   0.062   0.176   0.000   0.175   0.231
   0.650   8.000   0.000   0.060   0.061   0.174   0.000   0.176   0.242
   0.675   8.000   0.000   0.058   0.060   0.172   0.000   0.176   0.253
   0.700   9.000   0.000   0.056   0.059   0.170   0.000   0.177   0.263
   0.725  10.000   0.000   0.053   0.058   0.167   0.000   0.177   0.273
   0.750  10.000   0.000   0.051   0.057   0.165   0.000   0.178   0.283
   0.775  10.000   0.000   0.049   0.056   0.163   0.000   0.178   0.292
   0.800  10.000   0.000   0.047   0.055   0.160   0.000   0.179   0.301
   0.825  10.000   0.000   0.044   0.054   0.158   0.000   0.180   0.310
   0.850  10.000   0.000   0.042   0.054   0.155   0.000   0.180   0.318
   0.875  10.000   0.000   0.040   0.053   0.152   0.000   0.181   0.326
   0.900  10.000   0.000   0.038   0.052   0.149   0.000   0.181   0.332
   0.925  10.000   0.000   0.036   0.052   0.146   0.000   0.181   0.337
   0.950  10.000   0.000   0.033   0.051   0.143   0.000   0.182   0.343
   0.975  10.000   0.000   0.031   0.051   0.140   0.000   0.182   0.348
   1.000  10.000   0.000   0.029   0.050   0.137   0.000   0.182   0.353
