  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.125   0.127   0.253
   0.025  24.000   0.125   0.128   0.254
   0.050  19.000   0.125   0.128   0.255
   0.075  20.000   0.125   0.130   0.257
   0.100  20.000   0.126   0.132   0.260
   0.125  21.000   0.126   0.134   0.263
   0.150  20.000   0.126   0.135   0.264
   0.175  20.000   0.125   0.135   0.264
   0.200  20.000   0.124   0.134   0.262
   0.225  21.000   0.123   0.132   0.259
   0.250  21.000   0.121   0.131   0.255
   0.275  22.000   0.119   0.128   0.251
   0.300  22.000   0.117   0.126   0.246
   0.325  22.000   0.114   0.123   0.241
   0.350  22.000   0.112   0.120   0.235
   0.375  22.000   0.109   0.117   0.230
   0.400  22.000   0.107   0.114   0.224
   0.425  22.000   0.104   0.112   0.219
   0.450  22.000   0.102   0.109   0.213
   0.475  22.000   0.099   0.106   0.208
   0.500  22.000   0.097   0.104   0.203
   0.525  22.000   0.095   0.101   0.199
   0.550  22.000   0.093   0.099   0.195
   0.575  23.000   0.091   0.097   0.191
   0.600  23.000   0.089   0.095   0.187
   0.625  22.000   0.087   0.094   0.184
   0.650  21.000   0.086   0.092   0.180
   0.675  21.000   0.085   0.090   0.177
   0.700  21.000   0.083   0.089   0.175
   0.725  20.000   0.082   0.088   0.172
   0.750  20.000   0.081   0.087   0.170
   0.775  20.000   0.080   0.086   0.168
   0.800  20.000   0.079   0.085   0.166
   0.825  20.000   0.078   0.084   0.164
   0.850  20.000   0.077   0.083   0.162
   0.875  20.000   0.077   0.082   0.161
   0.900  20.000   0.076   0.081   0.159
   0.925  20.000   0.075   0.080   0.158
   0.950  20.000   0.076   0.081   0.158
   0.975  20.000   0.076   0.081   0.159
   1.000  20.000   0.076   0.081   0.159
