  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.002   0.033   0.273   0.002   0.170   0.063
   0.025   6.000   0.002   0.029   0.270   0.002   0.173   0.061
   0.050   6.000   0.002   0.025   0.267   0.002   0.177   0.058
   0.075   6.000   0.002   0.021   0.266   0.003   0.182   0.056
   0.100   6.000   0.003   0.018   0.267   0.003   0.188   0.053
   0.125   6.000   0.003   0.015   0.268   0.003   0.194   0.050
   0.150   6.000   0.004   0.013   0.271   0.003   0.202   0.047
   0.175   5.000   0.004   0.010   0.274   0.004   0.211   0.043
   0.200   4.000   0.005   0.008   0.279   0.004   0.220   0.039
   0.225   4.000   0.006   0.006   0.283   0.004   0.231   0.035
   0.250   4.000   0.007   0.004   0.289   0.005   0.242   0.031
   0.275   4.000   0.009   0.003   0.294   0.005   0.254   0.026
   0.300   3.000   0.011   0.002   0.297   0.006   0.264   0.022
   0.325   3.000   0.013   0.001   0.295   0.006   0.271   0.019
   0.350   4.000   0.015   0.001   0.290   0.006   0.273   0.017
   0.375   4.000   0.017   0.000   0.284   0.006   0.275   0.015
   0.400   4.000   0.019   0.000   0.278   0.007   0.276   0.015
   0.425   4.000   0.020   0.000   0.272   0.007   0.277   0.017
   0.450   4.000   0.022   0.000   0.266   0.007   0.278   0.019
   0.475   4.000   0.023   0.000   0.261   0.007   0.279   0.023
   0.500   4.000   0.024   0.000   0.256   0.008   0.280   0.028
   0.525   4.000   0.025   0.000   0.251   0.008   0.282   0.034
   0.550   4.000   0.026   0.000   0.246   0.008   0.283   0.040
   0.575   5.000   0.027   0.000   0.240   0.009   0.284   0.048
   0.600   5.000   0.028   0.000   0.235   0.009   0.285   0.056
   0.625   7.000   0.028   0.000   0.230   0.009   0.286   0.065
   0.650   7.000   0.029   0.000   0.224   0.010   0.286   0.074
   0.675   7.000   0.029   0.000   0.219   0.010   0.286   0.084
   0.700   7.000   0.029   0.000   0.213   0.011   0.286   0.094
   0.725   7.000   0.029   0.000   0.208   0.011   0.286   0.105
   0.750   8.000   0.029   0.000   0.203   0.011   0.286   0.116
   0.775   8.000   0.029   0.000   0.197   0.012   0.286   0.127
   0.800   8.000   0.029   0.000   0.192   0.012   0.285   0.138
   0.825   8.000   0.028   0.000   0.187   0.012   0.284   0.149
   0.850   8.000   0.028   0.000   0.182   0.012   0.283   0.160
   0.875   8.000   0.027   0.000   0.177   0.013   0.282   0.171
   0.900   8.000   0.026   0.000   0.172   0.013   0.280   0.182
   0.925   8.000   0.026   0.000   0.167   0.013   0.279   0.193
   0.950   8.000   0.025   0.000   0.163   0.013   0.277   0.204
   0.975   9.000   0.024   0.000   0.158   0.013   0.275   0.215
   1.000   9.000   0.023   0.000   0.154   0.014   0.274   0.225
