  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.110   0.117   0.230
   0.025  22.000   0.112   0.119   0.233
   0.050  22.000   0.112   0.120   0.236
   0.075  22.000   0.113   0.121   0.237
   0.100  22.000   0.112   0.121   0.236
   0.125  22.000   0.111   0.120   0.235
   0.150  21.000   0.110   0.119   0.232
   0.175  21.000   0.108   0.117   0.229
   0.200  19.000   0.105   0.115   0.224
   0.225  19.000   0.103   0.112   0.219
   0.250  19.000   0.100   0.109   0.213
   0.275  20.000   0.097   0.106   0.206
   0.300  18.000   0.095   0.103   0.201
   0.325  16.000   0.094   0.102   0.199
   0.350  18.000   0.095   0.102   0.201
   0.375  18.000   0.097   0.103   0.203
   0.400  19.000   0.098   0.104   0.204
   0.425  19.000   0.098   0.104   0.205
   0.450  20.000   0.098   0.104   0.205
   0.475  21.000   0.098   0.104   0.204
   0.500  21.000   0.098   0.103   0.203
   0.525  21.000   0.097   0.102   0.201
   0.550  21.000   0.096   0.101   0.199
   0.575  21.000   0.095   0.100   0.197
   0.600  21.000   0.094   0.099   0.195
   0.625  21.000   0.092   0.098   0.192
   0.650  21.000   0.091   0.096   0.189
   0.675  21.000   0.090   0.095   0.187
   0.700  21.000   0.088   0.094   0.184
   0.725  21.000   0.087   0.092   0.181
   0.750  21.000   0.086   0.091   0.179
   0.775  21.000   0.084   0.090   0.176
   0.800  21.000   0.083   0.088   0.174
   0.825  21.000   0.082   0.087   0.171
   0.850  21.000   0.080   0.086   0.169
   0.875  21.000   0.079   0.085   0.166
   0.900  21.000   0.078   0.084   0.164
   0.925  21.000   0.077   0.083   0.162
   0.950  21.000   0.076   0.082   0.160
   0.975  21.000   0.075   0.081   0.158
   1.000  21.000   0.074   0.080   0.156
