  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  26.000   0.114   0.107   0.217
   0.025  25.000   0.113   0.106   0.216
   0.050  25.000   0.111   0.105   0.213
   0.075  24.000   0.108   0.103   0.208
   0.100  23.000   0.104   0.100   0.203
   0.125  21.000   0.101   0.098   0.197
   0.150  21.000   0.099   0.096   0.194
   0.175  22.000   0.098   0.095   0.192
   0.200  22.000   0.097   0.095   0.192
   0.225  24.000   0.096   0.096   0.191
   0.250  26.000   0.095   0.096   0.191
   0.275  26.000   0.093   0.096   0.190
   0.300  27.000   0.091   0.095   0.188
   0.325  26.000   0.089   0.094   0.185
   0.350  28.000   0.087   0.093   0.182
   0.375  28.000   0.085   0.091   0.179
   0.400  28.000   0.083   0.089   0.175
   0.425  27.000   0.081   0.087   0.171
   0.450  27.000   0.079   0.085   0.166
   0.475  27.000   0.077   0.083   0.162
   0.500  27.000   0.075   0.081   0.158
   0.525  27.000   0.073   0.079   0.154
   0.550  26.000   0.071   0.077   0.150
   0.575  26.000   0.069   0.075   0.146
   0.600  27.000   0.068   0.073   0.142
   0.625  27.000   0.066   0.071   0.139
   0.650  26.000   0.065   0.069   0.136
   0.675  26.000   0.064   0.067   0.133
   0.700  26.000   0.062   0.066   0.130
   0.725  26.000   0.061   0.064   0.127
   0.750  26.000   0.060   0.063   0.124
   0.775  26.000   0.059   0.062   0.122
   0.800  26.000   0.058   0.060   0.119
   0.825  26.000   0.057   0.059   0.117
   0.850  26.000   0.056   0.058   0.115
   0.875  26.000   0.054   0.057   0.113
   0.900  26.000   0.053   0.057   0.111
   0.925  27.000   0.052   0.056   0.109
   0.950  30.000   0.051   0.055   0.108
   0.975  28.000   0.050   0.055   0.107
   1.000  28.000   0.050   0.054   0.106
