  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.128   0.124   0.251
   0.025  25.000   0.127   0.124   0.250
   0.050  23.000   0.125   0.124   0.248
   0.075  19.000   0.122   0.123   0.245
   0.100  18.000   0.119   0.122   0.243
   0.125  17.000   0.118   0.123   0.243
   0.150  18.000   0.118   0.125   0.245
   0.175  20.000   0.117   0.126   0.247
   0.200  21.000   0.117   0.126   0.247
   0.225  21.000   0.117   0.126   0.247
   0.250  21.000   0.116   0.125   0.245
   0.275  21.000   0.114   0.124   0.243
   0.300  21.000   0.113   0.123   0.240
   0.325  20.000   0.111   0.121   0.237
   0.350  21.000   0.110   0.119   0.233
   0.375  21.000   0.108   0.117   0.229
   0.400  21.000   0.106   0.115   0.225
   0.425  21.000   0.104   0.113   0.221
   0.450  21.000   0.102   0.111   0.216
   0.475  21.000   0.100   0.108   0.212
   0.500  21.000   0.098   0.106   0.207
   0.525  21.000   0.096   0.104   0.203
   0.550  21.000   0.094   0.102   0.199
   0.575  21.000   0.092   0.100   0.195
   0.600  22.000   0.090   0.098   0.191
   0.625  22.000   0.088   0.096   0.188
   0.650  22.000   0.087   0.094   0.184
   0.675  22.000   0.085   0.092   0.181
   0.700  22.000   0.084   0.091   0.178
   0.725  22.000   0.082   0.089   0.175
   0.750  22.000   0.081   0.088   0.172
   0.775  22.000   0.080   0.086   0.169
   0.800  22.000   0.079   0.085   0.167
   0.825  22.000   0.077   0.084   0.164
   0.850  22.000   0.076   0.083   0.162
   0.875  22.000   0.075   0.082   0.160
   0.900  22.000   0.075   0.081   0.158
   0.925  22.000   0.074   0.080   0.156
   0.950  21.000   0.073   0.079   0.154
   0.975  22.000   0.072   0.078   0.153
   1.000  22.000   0.071   0.077   0.151
