  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.144   0.214   0.000   0.025   0.000   0.161
   0.025   7.000   0.000   0.148   0.207   0.000   0.020   0.000   0.166
   0.050   7.000   0.000   0.151   0.201   0.000   0.017   0.000   0.172
   0.075   7.000   0.000   0.154   0.195   0.000   0.014   0.000   0.177
   0.100   7.000   0.000   0.155   0.189   0.000   0.012   0.000   0.184
   0.125   9.000   0.000   0.157   0.185   0.000   0.010   0.000   0.193
   0.150   8.000   0.000   0.159   0.180   0.000   0.009   0.000   0.202
   0.175   8.000   0.000   0.161   0.177   0.000   0.008   0.000   0.211
   0.200   8.000   0.000   0.163   0.174   0.000   0.007   0.000   0.221
   0.225   8.000   0.000   0.166   0.172   0.000   0.006   0.000   0.232
   0.250   8.000   0.000   0.168   0.170   0.000   0.005   0.000   0.242
   0.275   8.000   0.000   0.170   0.169   0.000   0.004   0.000   0.252
   0.300   8.000   0.000   0.173   0.168   0.000   0.004   0.000   0.262
   0.325   8.000   0.000   0.175   0.168   0.000   0.003   0.000   0.272
   0.350   8.000   0.000   0.177   0.168   0.000   0.003   0.000   0.281
   0.375   9.000   0.000   0.180   0.168   0.000   0.002   0.000   0.289
   0.400   9.000   0.000   0.182   0.168   0.000   0.002   0.000   0.297
   0.425   9.000   0.000   0.184   0.169   0.000   0.001   0.000   0.304
   0.450   9.000   0.000   0.186   0.170   0.000   0.001   0.000   0.311
   0.475   9.000   0.000   0.187   0.171   0.000   0.001   0.000   0.318
   0.500   9.000   0.000   0.189   0.172   0.000   0.001   0.000   0.323
   0.525   9.000   0.000   0.191   0.173   0.000   0.001   0.000   0.329
   0.550   9.000   0.000   0.192   0.174   0.000   0.001   0.000   0.334
   0.575   9.000   0.000   0.193   0.175   0.000   0.000   0.000   0.338
   0.600   9.000   0.000   0.195   0.176   0.000   0.000   0.000   0.343
   0.625   9.000   0.000   0.196   0.177   0.000   0.000   0.000   0.347
   0.650   9.000   0.000   0.197   0.178   0.000   0.000   0.000   0.350
   0.675   9.000   0.000   0.198   0.179   0.000   0.000   0.000   0.354
   0.700   9.000   0.000   0.199   0.180   0.000   0.000   0.000   0.357
   0.725   9.000   0.000   0.200   0.181   0.000   0.000   0.000   0.360
   0.750   9.000   0.000   0.201   0.182   0.000   0.000   0.000   0.363
   0.775   9.000   0.000   0.202   0.183   0.000   0.000   0.000   0.365
   0.800   9.000   0.000   0.203   0.183   0.000   0.000   0.000   0.368
   0.825   9.000   0.000   0.203   0.184   0.000   0.000   0.000   0.370
   0.850   9.000   0.000   0.204   0.185   0.000   0.000   0.000   0.372
   0.875   9.000   0.000   0.205   0.186   0.000   0.000   0.000   0.374
   0.900   9.000   0.000   0.206   0.186   0.000   0.000   0.000   0.375
   0.925   9.000   0.000   0.206   0.187   0.000   0.000   0.000   0.377
   0.950   9.000   0.000   0.207   0.187   0.000   0.000   0.000   0.379
   0.975   9.000   0.000   0.208   0.188   0.000   0.000   0.000   0.380
   1.000   9.000   0.000   0.208   0.188   0.000   0.000   0.000   0.380
