  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.039   0.000   0.243   0.112   0.000   0.108
   0.025   6.000   0.035   0.000   0.247   0.111   0.000   0.109
   0.050   6.000   0.031   0.000   0.252   0.109   0.000   0.112
   0.075   6.000   0.028   0.000   0.260   0.107   0.000   0.118
   0.100   6.000   0.024   0.000   0.267   0.105   0.000   0.125
   0.125   7.000   0.020   0.000   0.274   0.102   0.000   0.133
   0.150   7.000   0.017   0.001   0.277   0.099   0.000   0.140
   0.175   7.000   0.014   0.002   0.277   0.096   0.000   0.144
   0.200   6.000   0.011   0.003   0.274   0.094   0.000   0.147
   0.225   6.000   0.009   0.005   0.271   0.093   0.000   0.149
   0.250   6.000   0.007   0.008   0.268   0.093   0.000   0.152
   0.275   6.000   0.005   0.011   0.264   0.093   0.000   0.154
   0.300   7.000   0.004   0.016   0.260   0.095   0.000   0.156
   0.325   7.000   0.003   0.021   0.255   0.096   0.000   0.159
   0.350   7.000   0.003   0.027   0.250   0.098   0.000   0.162
   0.375   7.000   0.002   0.034   0.245   0.100   0.000   0.165
   0.400   7.000   0.002   0.040   0.241   0.103   0.000   0.168
   0.425   7.000   0.001   0.047   0.236   0.105   0.000   0.172
   0.450   7.000   0.001   0.054   0.232   0.107   0.000   0.175
   0.475   7.000   0.001   0.060   0.228   0.110   0.000   0.179
   0.500   7.000   0.001   0.066   0.225   0.112   0.000   0.182
   0.525   7.000   0.001   0.073   0.221   0.114   0.000   0.186
   0.550   7.000   0.001   0.078   0.218   0.117   0.000   0.189
   0.575   7.000   0.001   0.084   0.216   0.119   0.000   0.193
   0.600   7.000   0.000   0.089   0.213   0.121   0.000   0.196
   0.625   7.000   0.000   0.094   0.211   0.122   0.000   0.199
   0.650   7.000   0.000   0.099   0.208   0.124   0.000   0.202
   0.675   7.000   0.000   0.104   0.206   0.126   0.000   0.205
   0.700   8.000   0.000   0.108   0.205   0.127   0.000   0.208
   0.725   8.000   0.000   0.112   0.203   0.128   0.000   0.210
   0.750   8.000   0.000   0.116   0.201   0.129   0.000   0.213
   0.775   8.000   0.000   0.120   0.200   0.130   0.000   0.215
   0.800   7.000   0.000   0.123   0.198   0.131   0.000   0.218
   0.825   7.000   0.000   0.127   0.197   0.132   0.000   0.220
   0.850   7.000   0.000   0.130   0.195   0.133   0.000   0.222
   0.875   7.000   0.000   0.133   0.194   0.134   0.000   0.224
   0.900   7.000   0.000   0.136   0.193   0.134   0.000   0.226
   0.925   7.000   0.000   0.138   0.192   0.135   0.000   0.228
   0.950   7.000   0.000   0.141   0.191   0.135   0.000   0.229
   0.975   7.000   0.000   0.143   0.189   0.135   0.000   0.230
   1.000   7.000   0.000   0.144   0.187   0.135   0.000   0.230
