  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.127   0.123   0.248
   0.025  24.000   0.127   0.123   0.249
   0.050  25.000   0.125   0.123   0.247
   0.075  23.000   0.123   0.122   0.244
   0.100  19.000   0.119   0.120   0.239
   0.125  16.000   0.115   0.119   0.236
   0.150  17.000   0.113   0.119   0.234
   0.175  19.000   0.113   0.120   0.235
   0.200  20.000   0.113   0.121   0.237
   0.225  21.000   0.113   0.122   0.238
   0.250  21.000   0.112   0.122   0.239
   0.275  20.000   0.112   0.122   0.238
   0.300  20.000   0.111   0.121   0.237
   0.325  20.000   0.110   0.120   0.235
   0.350  21.000   0.109   0.119   0.232
   0.375  21.000   0.108   0.117   0.229
   0.400  21.000   0.106   0.115   0.225
   0.425  21.000   0.104   0.113   0.221
   0.450  21.000   0.102   0.111   0.217
   0.475  21.000   0.100   0.109   0.213
   0.500  21.000   0.098   0.107   0.209
   0.525  22.000   0.096   0.105   0.204
   0.550  22.000   0.094   0.102   0.200
   0.575  22.000   0.092   0.100   0.196
   0.600  22.000   0.091   0.098   0.192
   0.625  22.000   0.089   0.096   0.188
   0.650  22.000   0.087   0.094   0.184
   0.675  22.000   0.085   0.093   0.181
   0.700  22.000   0.084   0.091   0.178
   0.725  22.000   0.082   0.089   0.175
   0.750  23.000   0.081   0.088   0.172
   0.775  23.000   0.080   0.086   0.169
   0.800  23.000   0.079   0.085   0.166
   0.825  23.000   0.077   0.084   0.164
   0.850  23.000   0.076   0.082   0.161
   0.875  23.000   0.075   0.081   0.159
   0.900  23.000   0.074   0.080   0.157
   0.925  23.000   0.073   0.079   0.155
   0.950  23.000   0.073   0.078   0.153
   0.975  23.000   0.072   0.078   0.153
   1.000  23.000   0.072   0.078   0.153
