  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  22.000   0.113   0.115   0.229
   0.025  23.000   0.113   0.116   0.230
   0.050  25.000   0.114   0.116   0.231
   0.075  27.000   0.113   0.116   0.231
   0.100  27.000   0.113   0.117   0.231
   0.125  27.000   0.112   0.117   0.231
   0.150  26.000   0.110   0.116   0.229
   0.175  28.000   0.108   0.115   0.226
   0.200  28.000   0.106   0.113   0.221
   0.225  28.000   0.103   0.110   0.216
   0.250  28.000   0.100   0.108   0.211
   0.275  28.000   0.097   0.105   0.205
   0.300  28.000   0.094   0.102   0.199
   0.325  29.000   0.091   0.098   0.193
   0.350  30.000   0.088   0.095   0.187
   0.375  30.000   0.085   0.092   0.181
   0.400  30.000   0.083   0.090   0.175
   0.425  30.000   0.080   0.087   0.170
   0.450  30.000   0.078   0.084   0.165
   0.475  30.000   0.076   0.082   0.161
   0.500  30.000   0.074   0.080   0.156
   0.525  30.000   0.072   0.078   0.152
   0.550  30.000   0.070   0.076   0.148
   0.575  30.000   0.068   0.074   0.145
   0.600  30.000   0.067   0.072   0.141
   0.625  30.000   0.065   0.071   0.138
   0.650  30.000   0.064   0.069   0.136
   0.675  30.000   0.063   0.068   0.133
   0.700  30.000   0.062   0.067   0.130
   0.725  28.000   0.061   0.065   0.128
   0.750  28.000   0.060   0.064   0.126
   0.775  28.000   0.059   0.063   0.124
   0.800  28.000   0.058   0.062   0.122
   0.825  28.000   0.057   0.061   0.120
   0.850  27.000   0.056   0.061   0.119
   0.875  27.000   0.055   0.060   0.117
   0.900  27.000   0.055   0.059   0.115
   0.925  27.000   0.054   0.058   0.114
   0.950  27.000   0.054   0.058   0.114
   0.975  27.000   0.054   0.058   0.114
   1.000  27.000   0.054   0.058   0.114
