  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  10.000   0.000   0.001   0.121   0.007   0.002   0.342
   0.025  10.000   0.001   0.002   0.121   0.007   0.002   0.335
   0.050  10.000   0.001   0.003   0.120   0.007   0.002   0.330
   0.075  10.000   0.001   0.004   0.120   0.007   0.001   0.326
   0.100  10.000   0.001   0.005   0.120   0.007   0.001   0.324
   0.125  11.000   0.001   0.007   0.121   0.008   0.001   0.323
   0.150  11.000   0.002   0.009   0.122   0.008   0.001   0.323
   0.175  11.000   0.002   0.012   0.123   0.008   0.001   0.323
   0.200  11.000   0.002   0.014   0.125   0.008   0.001   0.325
   0.225  11.000   0.002   0.017   0.128   0.008   0.001   0.328
   0.250  11.000   0.003   0.020   0.131   0.008   0.001   0.333
   0.275  11.000   0.003   0.023   0.135   0.009   0.002   0.338
   0.300  11.000   0.003   0.026   0.139   0.009   0.002   0.344
   0.325  11.000   0.004   0.029   0.143   0.009   0.002   0.347
   0.350  11.000   0.004   0.030   0.146   0.010   0.002   0.343
   0.375  11.000   0.004   0.032   0.149   0.010   0.002   0.337
   0.400  11.000   0.004   0.033   0.152   0.010   0.002   0.333
   0.425  11.000   0.004   0.035   0.156   0.010   0.002   0.330
   0.450  11.000   0.004   0.037   0.160   0.010   0.002   0.330
   0.475  11.000   0.004   0.038   0.164   0.010   0.002   0.332
   0.500  11.000   0.005   0.040   0.168   0.010   0.002   0.336
   0.525  11.000   0.005   0.041   0.171   0.010   0.002   0.340
   0.550  11.000   0.005   0.043   0.175   0.010   0.002   0.345
   0.575  11.000   0.005   0.044   0.178   0.010   0.002   0.350
   0.600  11.000   0.006   0.044   0.181   0.011   0.002   0.355
   0.625  11.000   0.006   0.045   0.184   0.011   0.002   0.360
   0.650  11.000   0.006   0.046   0.186   0.011   0.002   0.365
   0.675  11.000   0.006   0.046   0.189   0.012   0.002   0.369
   0.700  11.000   0.007   0.046   0.191   0.013   0.002   0.374
   0.725  11.000   0.007   0.046   0.193   0.013   0.002   0.378
   0.750  11.000   0.007   0.046   0.195   0.014   0.002   0.381
   0.775  11.000   0.008   0.046   0.196   0.015   0.002   0.385
   0.800  11.000   0.008   0.046   0.198   0.016   0.002   0.388
   0.825  11.000   0.008   0.046   0.199   0.016   0.002   0.391
   0.850  11.000   0.009   0.046   0.201   0.017   0.002   0.394
   0.875  11.000   0.009   0.045   0.202   0.018   0.002   0.396
   0.900  11.000   0.009   0.045   0.202   0.019   0.001   0.396
   0.925  11.000   0.009   0.044   0.202   0.020   0.001   0.395
   0.950  11.000   0.010   0.043   0.202   0.021   0.001   0.395
   0.975  11.000   0.010   0.042   0.202   0.022   0.001   0.394
   1.000  12.000   0.010   0.042   0.202   0.023   0.001   0.394
