TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
 -154.23   96.25 -151.93  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
  128.57   50.00 -128.57   0.0003500
