  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   4.000   0.005   0.402   0.000   0.000   0.001   0.000   0.208
   0.025   4.000   0.003   0.401   0.000   0.000   0.001   0.000   0.210
   0.050   4.000   0.002   0.399   0.001   0.000   0.001   0.000   0.213
   0.075   4.000   0.001   0.396   0.001   0.000   0.000   0.000   0.216
   0.100   4.000   0.000   0.391   0.003   0.000   0.000   0.000   0.219
   0.125   5.000   0.000   0.386   0.004   0.000   0.000   0.000   0.222
   0.150   5.000   0.000   0.379   0.007   0.000   0.000   0.000   0.226
   0.175   5.000   0.000   0.372   0.010   0.000   0.000   0.000   0.230
   0.200   5.000   0.000   0.365   0.013   0.000   0.000   0.000   0.235
   0.225   5.000   0.000   0.357   0.017   0.000   0.000   0.000   0.240
   0.250   6.000   0.000   0.350   0.021   0.000   0.000   0.000   0.246
   0.275   7.000   0.000   0.343   0.025   0.000   0.000   0.000   0.253
   0.300   7.000   0.000   0.336   0.030   0.000   0.000   0.000   0.259
   0.325   8.000   0.000   0.329   0.034   0.000   0.000   0.000   0.267
   0.350   8.000   0.000   0.323   0.039   0.000   0.000   0.000   0.274
   0.375   8.000   0.000   0.317   0.044   0.000   0.000   0.000   0.281
   0.400   8.000   0.000   0.312   0.049   0.000   0.000   0.000   0.288
   0.425   8.000   0.000   0.307   0.054   0.000   0.000   0.000   0.294
   0.450   8.000   0.000   0.303   0.059   0.000   0.000   0.000   0.301
   0.475   9.000   0.000   0.298   0.064   0.000   0.000   0.000   0.307
   0.500   9.000   0.000   0.295   0.069   0.000   0.000   0.000   0.313
   0.525   9.000   0.000   0.291   0.074   0.000   0.000   0.000   0.319
   0.550   9.000   0.000   0.287   0.079   0.000   0.000   0.000   0.324
   0.575   9.000   0.000   0.284   0.084   0.000   0.000   0.000   0.329
   0.600  10.000   0.000   0.281   0.089   0.000   0.000   0.000   0.333
   0.625  10.000   0.000   0.278   0.094   0.000   0.000   0.000   0.337
   0.650  10.000   0.000   0.275   0.099   0.000   0.000   0.000   0.341
   0.675  10.000   0.000   0.272   0.103   0.000   0.000   0.000   0.345
   0.700  10.000   0.000   0.269   0.108   0.000   0.000   0.000   0.349
   0.725  10.000   0.000   0.267   0.112   0.000   0.000   0.000   0.352
   0.750  10.000   0.000   0.264   0.116   0.000   0.000   0.000   0.355
   0.775  10.000   0.000   0.262   0.120   0.000   0.000   0.000   0.358
   0.800  10.000   0.000   0.259   0.124   0.000   0.000   0.000   0.361
   0.825  10.000   0.000   0.257   0.128   0.000   0.000   0.000   0.363
   0.850   9.000   0.000   0.255   0.132   0.000   0.000   0.000   0.365
   0.875   9.000   0.000   0.253   0.135   0.000   0.000   0.000   0.368
   0.900   9.000   0.000   0.251   0.139   0.000   0.000   0.000   0.370
   0.925   9.000   0.000   0.249   0.142   0.000   0.000   0.000   0.372
   0.950   9.000   0.000   0.248   0.145   0.000   0.000   0.000   0.373
   0.975   9.000   0.000   0.246   0.148   0.000   0.000   0.000   0.375
   1.000   9.000   0.000   0.244   0.151   0.000   0.000   0.000   0.377
