          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.64254E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.24251E+02  0.17627E+02 -0.41878E+02 -0.57787E+01  0.36781E+01 -0.17250E+01      982.00
  0.24441E-01  0.64099E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.24517E+02  0.17253E+02 -0.41770E+02 -0.56150E+01  0.37133E+01 -0.15765E+01      982.00
  0.48878E-01  0.64007E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.24802E+02  0.16900E+02 -0.41702E+02 -0.54687E+01  0.37210E+01 -0.14004E+01      982.00
  0.73310E-01  0.63971E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.25123E+02  0.16547E+02 -0.41670E+02 -0.53089E+01  0.37111E+01 -0.12010E+01      982.00
  0.97737E-01  0.63982E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25465E+02  0.16204E+02 -0.41669E+02 -0.51377E+01  0.36787E+01 -0.98586E+00      982.00
  0.12216E+00  0.64028E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.25817E+02  0.15874E+02 -0.41692E+02 -0.49493E+01  0.36180E+01 -0.75966E+00      982.00
  0.14658E+00  0.64109E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.26165E+02  0.15573E+02 -0.41738E+02 -0.47639E+01  0.35264E+01 -0.53531E+00      982.00
  0.17099E+00  0.64214E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.26493E+02  0.15307E+02 -0.41801E+02 -0.45861E+01  0.34056E+01 -0.32288E+00      982.00
  0.19540E+00  0.64338E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.26798E+02  0.15081E+02 -0.41878E+02 -0.44144E+01  0.32584E+01 -0.12564E+00      982.00
  0.21981E+00  0.64477E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27077E+02  0.14891E+02 -0.41968E+02 -0.42548E+01  0.30943E+01  0.52833E-01      982.00
  0.24422E+00  0.64632E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27332E+02  0.14737E+02 -0.42070E+02 -0.41020E+01  0.29181E+01  0.21548E+00      982.00
  0.26863E+00  0.64805E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27560E+02  0.14621E+02 -0.42182E+02 -0.39787E+01  0.27547E+01  0.34554E+00      982.00
  0.29304E+00  0.64998E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27771E+02  0.14536E+02 -0.42307E+02 -0.38757E+01  0.26075E+01  0.44924E+00      982.00
  0.31745E+00  0.65210E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.27968E+02  0.14477E+02 -0.42444E+02 -0.37928E+01  0.24816E+01  0.52773E+00      982.00
  0.34186E+00  0.65428E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.28147E+02  0.14438E+02 -0.42585E+02 -0.37221E+01  0.23735E+01  0.58793E+00      982.00
  0.36626E+00  0.65675E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.28327E+02  0.14415E+02 -0.42742E+02 -0.36755E+01  0.22922E+01  0.62497E+00      982.00
  0.39067E+00  0.65908E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.28490E+02  0.14401E+02 -0.42891E+02 -0.36335E+01  0.22235E+01  0.65068E+00      982.00
  0.41507E+00  0.66152E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.28648E+02  0.14398E+02 -0.43046E+02 -0.36108E+01  0.21764E+01  0.66068E+00      982.00
  0.43947E+00  0.66377E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.28793E+02  0.14395E+02 -0.43188E+02 -0.35876E+01  0.21354E+01  0.66428E+00      982.00
  0.46387E+00  0.66598E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.28927E+02  0.14400E+02 -0.43328E+02 -0.35792E+01  0.21119E+01  0.65948E+00      982.00
  0.48827E+00  0.66784E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29037E+02  0.14408E+02 -0.43445E+02 -0.35737E+01  0.20962E+01  0.65267E+00      982.00
  0.51267E+00  0.66974E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29153E+02  0.14411E+02 -0.43563E+02 -0.35695E+01  0.20831E+01  0.64044E+00      982.00
  0.53706E+00  0.67172E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29272E+02  0.14415E+02 -0.43687E+02 -0.35674E+01  0.20725E+01  0.62433E+00      982.00
  0.56145E+00  0.67344E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29369E+02  0.14426E+02 -0.43795E+02 -0.35713E+01  0.20710E+01  0.61095E+00      982.00
  0.58583E+00  0.67529E+02    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29479E+02  0.14432E+02 -0.43910E+02 -0.35725E+01  0.20660E+01  0.59191E+00      982.00
  0.61022E+00  0.67680E+02    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29562E+02  0.14442E+02 -0.44004E+02 -0.35814E+01  0.20719E+01  0.57699E+00      982.00
  0.63460E+00  0.67812E+02    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29634E+02  0.14453E+02 -0.44086E+02 -0.35897E+01  0.20779E+01  0.56403E+00      982.00
  0.65898E+00  0.67934E+02    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29700E+02  0.14462E+02 -0.44162E+02 -0.35985E+01  0.20846E+01  0.55199E+00      982.00
  0.68336E+00  0.68075E+02    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29780E+02  0.14468E+02 -0.44248E+02 -0.36076E+01  0.20921E+01  0.53493E+00      982.00
  0.70773E+00  0.68177E+02    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.29837E+02  0.14475E+02 -0.44311E+02 -0.36154E+01  0.21007E+01  0.52342E+00      982.00
