  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  25.000   0.112   0.120   0.236
   0.025  24.000   0.114   0.121   0.238
   0.050  25.000   0.115   0.121   0.239
   0.075  25.000   0.116   0.120   0.238
   0.100  24.000   0.117   0.119   0.238
   0.125  22.000   0.118   0.119   0.237
   0.150  21.000   0.118   0.120   0.238
   0.175  22.000   0.118   0.121   0.240
   0.200  22.000   0.117   0.122   0.241
   0.225  21.000   0.117   0.123   0.242
   0.250  21.000   0.116   0.123   0.241
   0.275  22.000   0.114   0.122   0.240
   0.300  22.000   0.113   0.121   0.238
   0.325  23.000   0.111   0.120   0.235
   0.350  23.000   0.110   0.119   0.232
   0.375  23.000   0.108   0.117   0.229
   0.400  22.000   0.106   0.115   0.225
   0.425  21.000   0.105   0.113   0.221
   0.450  21.000   0.103   0.111   0.218
   0.475  19.000   0.101   0.109   0.214
   0.500  19.000   0.100   0.107   0.210
   0.525  19.000   0.098   0.106   0.207
   0.550  20.000   0.097   0.104   0.204
   0.575  20.000   0.095   0.102   0.201
   0.600  20.000   0.094   0.101   0.198
   0.625  20.000   0.093   0.099   0.195
   0.650  20.000   0.092   0.098   0.192
   0.675  20.000   0.090   0.097   0.190
   0.700  20.000   0.089   0.095   0.187
   0.725  20.000   0.088   0.094   0.185
   0.750  20.000   0.087   0.093   0.183
   0.775  20.000   0.087   0.092   0.181
   0.800  20.000   0.086   0.091   0.179
   0.825  20.000   0.085   0.090   0.177
   0.850  21.000   0.084   0.089   0.175
   0.875  21.000   0.083   0.088   0.174
   0.900  21.000   0.083   0.087   0.172
   0.925  21.000   0.082   0.087   0.170
   0.950  21.000   0.081   0.086   0.169
   0.975  21.000   0.081   0.085   0.167
   1.000  21.000   0.080   0.084   0.166
