  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000  11.000   0.001   0.006   0.001   0.061   0.084   0.314
   0.025  11.000   0.002   0.006   0.001   0.060   0.085   0.310
   0.050  11.000   0.002   0.006   0.001   0.060   0.086   0.308
   0.075  11.000   0.002   0.005   0.001   0.060   0.087   0.303
   0.100  11.000   0.002   0.005   0.001   0.059   0.087   0.293
   0.125  10.000   0.002   0.004   0.001   0.058   0.088   0.284
   0.150  10.000   0.002   0.003   0.001   0.056   0.090   0.279
   0.175  10.000   0.003   0.003   0.001   0.054   0.092   0.278
   0.200  10.000   0.003   0.003   0.001   0.053   0.094   0.280
   0.225  10.000   0.003   0.002   0.002   0.052   0.097   0.284
   0.250  10.000   0.003   0.002   0.002   0.051   0.100   0.290
   0.275  10.000   0.004   0.002   0.002   0.051   0.103   0.296
   0.300  10.000   0.004   0.002   0.002   0.051   0.105   0.303
   0.325  10.000   0.005   0.003   0.002   0.051   0.108   0.310
   0.350  10.000   0.005   0.003   0.003   0.052   0.111   0.318
   0.375  10.000   0.006   0.003   0.003   0.053   0.113   0.325
   0.400  11.000   0.006   0.003   0.003   0.054   0.116   0.332
   0.425  11.000   0.007   0.004   0.003   0.055   0.118   0.339
   0.450  11.000   0.007   0.004   0.003   0.056   0.120   0.346
   0.475  11.000   0.008   0.004   0.003   0.057   0.123   0.353
   0.500  11.000   0.009   0.005   0.003   0.059   0.125   0.359
   0.525  11.000   0.009   0.005   0.004   0.060   0.127   0.364
   0.550  11.000   0.010   0.005   0.004   0.061   0.129   0.370
   0.575  11.000   0.011   0.006   0.004   0.063   0.131   0.374
   0.600  11.000   0.011   0.006   0.004   0.064   0.133   0.379
   0.625  11.000   0.012   0.007   0.004   0.066   0.135   0.383
   0.650  12.000   0.012   0.007   0.004   0.067   0.136   0.387
   0.675  12.000   0.013   0.008   0.004   0.068   0.138   0.390
   0.700  12.000   0.013   0.008   0.004   0.070   0.139   0.393
   0.725  12.000   0.014   0.009   0.004   0.071   0.141   0.396
   0.750  12.000   0.014   0.009   0.004   0.073   0.142   0.399
   0.775  12.000   0.015   0.010   0.004   0.074   0.143   0.401
   0.800  12.000   0.015   0.010   0.004   0.075   0.144   0.403
   0.825  12.000   0.016   0.011   0.004   0.077   0.145   0.405
   0.850  12.000   0.016   0.011   0.004   0.078   0.146   0.407
   0.875  12.000   0.017   0.012   0.004   0.079   0.147   0.408
   0.900  12.000   0.017   0.012   0.004   0.081   0.148   0.410
   0.925  12.000   0.018   0.013   0.004   0.082   0.149   0.411
   0.950  12.000   0.018   0.013   0.004   0.083   0.149   0.409
   0.975  12.000   0.018   0.013   0.004   0.084   0.149   0.408
   1.000  12.000   0.018   0.014   0.004   0.085   0.149   0.406
