  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   5.000   0.084   0.116   0.005   0.187   0.077   0.023
   0.025   5.000   0.080   0.113   0.005   0.185   0.079   0.021
   0.050   5.000   0.077   0.111   0.005   0.183   0.081   0.019
   0.075   5.000   0.074   0.110   0.004   0.182   0.084   0.018
   0.100   5.000   0.072   0.110   0.004   0.181   0.087   0.017
   0.125   5.000   0.070   0.111   0.004   0.181   0.090   0.016
   0.150   4.000   0.068   0.112   0.003   0.181   0.094   0.015
   0.175   4.000   0.066   0.114   0.003   0.182   0.099   0.015
   0.200   4.000   0.065   0.117   0.003   0.183   0.103   0.016
   0.225   4.000   0.064   0.119   0.003   0.185   0.107   0.016
   0.250   4.000   0.063   0.122   0.002   0.188   0.110   0.017
   0.275   4.000   0.061   0.126   0.002   0.191   0.113   0.019
   0.300   4.000   0.060   0.129   0.002   0.195   0.116   0.021
   0.325   5.000   0.058   0.133   0.002   0.199   0.118   0.023
   0.350   6.000   0.055   0.137   0.002   0.203   0.119   0.026
   0.375   6.000   0.053   0.141   0.001   0.208   0.119   0.029
   0.400   6.000   0.050   0.145   0.001   0.214   0.119   0.032
   0.425   6.000   0.047   0.149   0.001   0.220   0.118   0.036
   0.450   6.000   0.044   0.153   0.001   0.226   0.117   0.040
   0.475   6.000   0.040   0.158   0.000   0.233   0.115   0.044
   0.500   6.000   0.037   0.163   0.000   0.240   0.113   0.048
   0.525   6.000   0.033   0.168   0.000   0.248   0.111   0.052
   0.550   6.000   0.029   0.173   0.000   0.257   0.109   0.057
   0.575   6.000   0.026   0.178   0.000   0.265   0.108   0.062
   0.600   6.000   0.023   0.182   0.000   0.274   0.107   0.069
   0.625   6.000   0.020   0.184   0.000   0.281   0.107   0.078
   0.650   6.000   0.017   0.185   0.000   0.287   0.107   0.088
   0.675   5.000   0.014   0.184   0.000   0.291   0.107   0.100
   0.700   5.000   0.012   0.182   0.000   0.293   0.107   0.112
   0.725   5.000   0.010   0.179   0.000   0.295   0.105   0.123
   0.750   5.000   0.008   0.176   0.000   0.297   0.104   0.134
   0.775   5.000   0.006   0.173   0.000   0.298   0.101   0.144
   0.800   5.000   0.005   0.169   0.000   0.300   0.099   0.155
   0.825   5.000   0.004   0.166   0.000   0.301   0.096   0.165
   0.850   5.000   0.004   0.162   0.000   0.301   0.094   0.174
   0.875   6.000   0.003   0.158   0.000   0.302   0.091   0.184
   0.900   6.000   0.003   0.155   0.000   0.302   0.089   0.193
   0.925   7.000   0.002   0.151   0.000   0.302   0.087   0.202
   0.950   7.000   0.002   0.148   0.000   0.302   0.084   0.211
   0.975   8.000   0.002   0.144   0.000   0.301   0.082   0.218
   1.000   8.000   0.001   0.141   0.000   0.299   0.080   0.225
