  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.121   0.131   0.256
   0.025  27.000   0.123   0.133   0.261
   0.050  27.000   0.125   0.135   0.264
   0.075  27.000   0.126   0.136   0.266
   0.100  27.000   0.126   0.136   0.267
   0.125  27.000   0.126   0.136   0.266
   0.150  27.000   0.125   0.135   0.265
   0.175  26.000   0.124   0.134   0.262
   0.200  26.000   0.122   0.133   0.259
   0.225  27.000   0.120   0.131   0.255
   0.250  28.000   0.118   0.128   0.251
   0.275  28.000   0.116   0.126   0.246
   0.300  28.000   0.114   0.123   0.241
   0.325  27.000   0.112   0.120   0.236
   0.350  26.000   0.110   0.117   0.230
   0.375  27.000   0.109   0.114   0.225
   0.400  28.000   0.107   0.111   0.220
   0.425  29.000   0.107   0.108   0.215
   0.450  29.000   0.106   0.104   0.210
   0.475  31.000   0.105   0.101   0.204
   0.500  30.000   0.103   0.097   0.198
   0.525  30.000   0.101   0.094   0.192
   0.550  29.000   0.098   0.091   0.186
   0.575  28.000   0.094   0.088   0.179
   0.600  28.000   0.089   0.085   0.172
   0.625  27.000   0.083   0.082   0.165
   0.650  26.000   0.078   0.079   0.158
   0.675  25.000   0.075   0.076   0.152
   0.700  23.000   0.074   0.074   0.147
   0.725  23.000   0.072   0.072   0.144
   0.750  23.000   0.071   0.070   0.141
   0.775  23.000   0.070   0.069   0.138
   0.800  22.000   0.069   0.068   0.136
   0.825  25.000   0.068   0.067   0.134
   0.850  25.000   0.067   0.066   0.132
   0.875  25.000   0.066   0.065   0.131
   0.900  26.000   0.065   0.064   0.129
   0.925  25.000   0.064   0.064   0.128
   0.950  25.000   0.063   0.063   0.126
   0.975  25.000   0.063   0.063   0.126
   1.000  25.000   0.063   0.063   0.126
