  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.001   0.113   0.262   0.000   0.000   0.000   0.185
   0.025   7.000   0.001   0.115   0.253   0.000   0.000   0.000   0.186
   0.050   7.000   0.001   0.117   0.245   0.000   0.000   0.000   0.189
   0.075   8.000   0.000   0.120   0.237   0.000   0.000   0.000   0.193
   0.100   8.000   0.000   0.122   0.231   0.000   0.000   0.000   0.199
   0.125   8.000   0.000   0.124   0.224   0.000   0.000   0.000   0.206
   0.150   8.000   0.000   0.127   0.219   0.000   0.000   0.000   0.214
   0.175   8.000   0.000   0.130   0.214   0.000   0.000   0.000   0.222
   0.200   8.000   0.000   0.133   0.209   0.000   0.000   0.000   0.231
   0.225   8.000   0.000   0.137   0.205   0.000   0.000   0.000   0.240
   0.250   8.000   0.000   0.140   0.201   0.000   0.000   0.000   0.249
   0.275   8.000   0.000   0.144   0.198   0.000   0.000   0.000   0.258
   0.300   8.000   0.000   0.148   0.195   0.000   0.000   0.000   0.267
   0.325   8.000   0.000   0.152   0.193   0.000   0.000   0.000   0.276
   0.350   8.000   0.000   0.156   0.191   0.000   0.000   0.000   0.284
   0.375   8.000   0.000   0.160   0.189   0.000   0.000   0.000   0.291
   0.400   8.000   0.000   0.163   0.188   0.000   0.000   0.000   0.298
   0.425   8.000   0.000   0.167   0.186   0.000   0.000   0.000   0.305
   0.450   8.000   0.000   0.170   0.186   0.000   0.000   0.000   0.312
   0.475   8.000   0.000   0.173   0.185   0.000   0.000   0.000   0.318
   0.500   8.000   0.000   0.176   0.184   0.000   0.000   0.000   0.323
   0.525   8.000   0.000   0.178   0.184   0.000   0.000   0.000   0.328
   0.550   8.000   0.000   0.181   0.184   0.000   0.000   0.000   0.333
   0.575   8.000   0.000   0.183   0.184   0.000   0.000   0.000   0.338
   0.600   8.000   0.000   0.185   0.184   0.000   0.000   0.000   0.342
   0.625   8.000   0.000   0.188   0.184   0.000   0.000   0.000   0.346
   0.650   8.000   0.000   0.189   0.185   0.000   0.000   0.000   0.349
   0.675   8.000   0.000   0.191   0.185   0.000   0.000   0.000   0.352
   0.700   8.000   0.000   0.193   0.185   0.000   0.000   0.000   0.356
   0.725   9.000   0.000   0.194   0.186   0.000   0.000   0.000   0.359
   0.750   9.000   0.000   0.196   0.186   0.000   0.000   0.000   0.361
   0.775   9.000   0.000   0.197   0.186   0.000   0.000   0.000   0.364
   0.800   9.000   0.000   0.199   0.187   0.000   0.000   0.000   0.366
   0.825   9.000   0.000   0.200   0.187   0.000   0.000   0.000   0.368
   0.850   9.000   0.000   0.201   0.188   0.000   0.000   0.000   0.370
   0.875   9.000   0.000   0.202   0.188   0.000   0.000   0.000   0.372
   0.900   9.000   0.000   0.203   0.188   0.000   0.000   0.000   0.374
   0.925   9.000   0.000   0.204   0.189   0.000   0.000   0.000   0.376
   0.950   9.000   0.000   0.205   0.189   0.000   0.000   0.000   0.377
   0.975   9.000   0.000   0.206   0.189   0.000   0.000   0.000   0.379
   1.000   9.000   0.000   0.206   0.189   0.000   0.000   0.000   0.379
