  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.103   0.100   0.202
   0.025  23.000   0.101   0.099   0.199
   0.050  24.000   0.098   0.098   0.196
   0.075  21.000   0.098   0.097   0.194
   0.100  23.000   0.098   0.098   0.196
   0.125  24.000   0.099   0.100   0.199
   0.150  24.000   0.099   0.102   0.203
   0.175  24.000   0.099   0.104   0.205
   0.200  25.000   0.099   0.104   0.205
   0.225  24.000   0.098   0.104   0.204
   0.250  25.000   0.096   0.103   0.203
   0.275  26.000   0.095   0.102   0.200
   0.300  27.000   0.093   0.100   0.196
   0.325  28.000   0.091   0.098   0.192
   0.350  29.000   0.088   0.096   0.188
   0.375  29.000   0.086   0.094   0.183
   0.400  28.000   0.084   0.091   0.178
   0.425  28.000   0.082   0.089   0.174
   0.450  28.000   0.080   0.087   0.169
   0.475  28.000   0.078   0.084   0.165
   0.500  28.000   0.076   0.082   0.161
   0.525  28.000   0.074   0.080   0.157
   0.550  29.000   0.072   0.078   0.153
   0.575  29.000   0.070   0.076   0.149
   0.600  29.000   0.069   0.074   0.146
   0.625  28.000   0.067   0.073   0.142
   0.650  28.000   0.066   0.071   0.139
   0.675  28.000   0.064   0.070   0.136
   0.700  28.000   0.063   0.068   0.133
   0.725  28.000   0.062   0.067   0.131
   0.750  28.000   0.061   0.066   0.128
   0.775  28.000   0.060   0.064   0.126
   0.800  28.000   0.059   0.063   0.124
   0.825  28.000   0.058   0.062   0.122
   0.850  28.000   0.057   0.061   0.120
   0.875  29.000   0.056   0.060   0.118
   0.900  29.000   0.056   0.060   0.117
   0.925  29.000   0.055   0.059   0.115
   0.950  29.000   0.054   0.058   0.114
   0.975  29.000   0.054   0.057   0.112
   1.000  29.000   0.054   0.057   0.112
