  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   5.000   0.000   0.121   0.138   0.003   0.239   0.002   0.047
   0.025   5.000   0.000   0.120   0.135   0.003   0.245   0.002   0.043
   0.050   5.000   0.000   0.119   0.132   0.003   0.251   0.002   0.040
   0.075   5.000   0.000   0.119   0.130   0.004   0.258   0.002   0.038
   0.100   5.000   0.000   0.121   0.128   0.004   0.265   0.002   0.035
   0.125   3.000   0.000   0.122   0.127   0.005   0.273   0.002   0.033
   0.150   3.000   0.000   0.125   0.126   0.005   0.282   0.002   0.031
   0.175   3.000   0.000   0.128   0.126   0.006   0.292   0.002   0.028
   0.200   3.000   0.000   0.131   0.126   0.006   0.301   0.002   0.026
   0.225   3.000   0.000   0.135   0.126   0.007   0.311   0.002   0.024
   0.250   3.000   0.000   0.138   0.127   0.007   0.322   0.002   0.022
   0.275   3.000   0.000   0.140   0.128   0.007   0.332   0.002   0.019
   0.300   3.000   0.000   0.143   0.130   0.008   0.343   0.002   0.017
   0.325   3.000   0.000   0.144   0.131   0.008   0.353   0.002   0.014
   0.350   3.000   0.000   0.146   0.133   0.008   0.363   0.002   0.011
   0.375   3.000   0.000   0.146   0.135   0.008   0.373   0.002   0.009
   0.400   3.000   0.000   0.147   0.137   0.008   0.381   0.002   0.008
   0.425   3.000   0.000   0.146   0.138   0.008   0.387   0.002   0.008
   0.450   3.000   0.000   0.146   0.138   0.008   0.391   0.002   0.009
   0.475   3.000   0.000   0.144   0.137   0.008   0.393   0.002   0.012
   0.500   3.000   0.000   0.143   0.136   0.008   0.393   0.002   0.017
   0.525   3.000   0.000   0.141   0.133   0.008   0.391   0.002   0.023
   0.550   3.000   0.000   0.139   0.131   0.008   0.390   0.002   0.030
   0.575   3.000   0.000   0.136   0.128   0.008   0.387   0.002   0.038
   0.600   3.000   0.000   0.134   0.124   0.008   0.384   0.002   0.047
   0.625   4.000   0.000   0.131   0.120   0.008   0.381   0.002   0.056
   0.650   4.000   0.000   0.128   0.117   0.008   0.378   0.002   0.066
   0.675   5.000   0.000   0.125   0.113   0.008   0.374   0.002   0.076
   0.700   5.000   0.000   0.122   0.109   0.008   0.371   0.002   0.086
   0.725   5.000   0.000   0.119   0.105   0.008   0.367   0.002   0.096
   0.750   5.000   0.000   0.116   0.101   0.008   0.364   0.002   0.106
   0.775   5.000   0.000   0.113   0.097   0.008   0.361   0.002   0.115
   0.800   5.000   0.000   0.111   0.094   0.008   0.357   0.002   0.125
   0.825   7.000   0.000   0.108   0.090   0.008   0.353   0.002   0.135
   0.850   7.000   0.000   0.105   0.086   0.008   0.347   0.002   0.143
   0.875   7.000   0.000   0.103   0.082   0.007   0.340   0.002   0.148
   0.900   7.000   0.000   0.101   0.080   0.007   0.334   0.002   0.150
   0.925   7.000   0.000   0.099   0.078   0.007   0.328   0.002   0.151
   0.950   7.000   0.000   0.097   0.077   0.007   0.325   0.002   0.151
   0.975   7.000   0.000   0.096   0.076   0.006   0.322   0.002   0.151
   1.000   7.000   0.000   0.095   0.076   0.006   0.320   0.002   0.152
