  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  23.000   0.113   0.112   0.225
   0.025  23.000   0.114   0.112   0.226
   0.050  22.000   0.114   0.113   0.226
   0.075  22.000   0.113   0.112   0.224
   0.100  21.000   0.111   0.111   0.222
   0.125  21.000   0.109   0.109   0.219
   0.150  20.000   0.107   0.107   0.214
   0.175  21.000   0.105   0.105   0.209
   0.200  22.000   0.102   0.102   0.203
   0.225  24.000   0.099   0.099   0.197
   0.250  25.000   0.096   0.096   0.191
   0.275  26.000   0.093   0.093   0.185
   0.300  27.000   0.090   0.090   0.179
   0.325  27.000   0.087   0.087   0.174
   0.350  27.000   0.084   0.084   0.168
   0.375  26.000   0.081   0.082   0.163
   0.400  25.000   0.079   0.080   0.159
   0.425  24.000   0.078   0.078   0.156
   0.450  22.000   0.077   0.076   0.153
   0.475  22.000   0.077   0.075   0.151
   0.500  23.000   0.076   0.075   0.151
   0.525  22.000   0.076   0.075   0.150
   0.550  22.000   0.076   0.075   0.150
   0.575  22.000   0.076   0.075   0.150
   0.600  22.000   0.075   0.075   0.150
   0.625  22.000   0.074   0.076   0.151
   0.650  22.000   0.074   0.076   0.151
   0.675  21.000   0.073   0.077   0.152
   0.700  20.000   0.073   0.077   0.152
   0.725  20.000   0.073   0.078   0.152
   0.750  22.000   0.073   0.078   0.153
   0.775  22.000   0.073   0.078   0.153
   0.800  18.000   0.073   0.078   0.153
   0.825  17.000   0.073   0.078   0.153
   0.850  17.000   0.075   0.079   0.156
   0.875  20.000   0.077   0.081   0.160
   0.900  21.000   0.079   0.084   0.165
   0.925  21.000   0.081   0.086   0.169
   0.950  21.000   0.082   0.088   0.172
   0.975  21.000   0.083   0.089   0.174
   1.000  23.000   0.084   0.089   0.176
