  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.083   0.000   0.174   0.034   0.148   0.063
   0.025   6.000   0.082   0.000   0.169   0.031   0.151   0.065
   0.050   7.000   0.083   0.000   0.164   0.027   0.154   0.068
   0.075   7.000   0.082   0.000   0.158   0.023   0.155   0.068
   0.100   7.000   0.080   0.000   0.152   0.020   0.155   0.066
   0.125   7.000   0.078   0.000   0.147   0.018   0.157   0.062
   0.150   7.000   0.077   0.000   0.144   0.016   0.161   0.057
   0.175   7.000   0.077   0.000   0.142   0.016   0.167   0.053
   0.200   7.000   0.077   0.000   0.142   0.016   0.174   0.048
   0.225   7.000   0.078   0.000   0.142   0.016   0.182   0.044
   0.250   7.000   0.080   0.000   0.142   0.016   0.190   0.041
   0.275   7.000   0.082   0.000   0.143   0.017   0.199   0.037
   0.300   7.000   0.084   0.001   0.144   0.018   0.209   0.033
   0.325   7.000   0.087   0.001   0.146   0.018   0.219   0.030
   0.350   6.000   0.090   0.001   0.147   0.020   0.228   0.027
   0.375   5.000   0.092   0.001   0.149   0.021   0.238   0.024
   0.400   5.000   0.095   0.001   0.150   0.022   0.247   0.021
   0.425   5.000   0.098   0.001   0.152   0.023   0.256   0.019
   0.450   5.000   0.100   0.001   0.153   0.025   0.265   0.018
   0.475   5.000   0.103   0.001   0.154   0.026   0.272   0.017
   0.500   5.000   0.104   0.001   0.154   0.027   0.279   0.017
   0.525   5.000   0.106   0.001   0.155   0.028   0.286   0.018
   0.550   5.000   0.107   0.001   0.155   0.030   0.291   0.020
   0.575   5.000   0.107   0.001   0.155   0.031   0.296   0.023
   0.600   5.000   0.107   0.001   0.154   0.032   0.300   0.027
   0.625   5.000   0.107   0.001   0.153   0.033   0.303   0.032
   0.650   5.000   0.106   0.001   0.152   0.033   0.305   0.039
   0.675   6.000   0.104   0.001   0.151   0.034   0.307   0.046
   0.700   6.000   0.102   0.001   0.149   0.035   0.309   0.054
   0.725   6.000   0.100   0.001   0.147   0.035   0.310   0.063
   0.750   7.000   0.097   0.001   0.145   0.036   0.310   0.072
   0.775   7.000   0.094   0.001   0.143   0.036   0.310   0.082
   0.800   7.000   0.091   0.001   0.141   0.036   0.310   0.093
   0.825   8.000   0.088   0.001   0.138   0.037   0.309   0.104
   0.850   9.000   0.085   0.001   0.135   0.037   0.308   0.115
   0.875   9.000   0.082   0.001   0.133   0.037   0.307   0.126
   0.900   9.000   0.078   0.001   0.130   0.037   0.305   0.138
   0.925   9.000   0.075   0.001   0.127   0.037   0.303   0.149
   0.950   9.000   0.071   0.001   0.123   0.037   0.300   0.160
   0.975   9.000   0.068   0.000   0.120   0.037   0.297   0.170
   1.000   9.000   0.064   0.000   0.116   0.037   0.293   0.180
