  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  21.000   0.123   0.125   0.249
   0.025  20.000   0.123   0.127   0.251
   0.050  17.000   0.123   0.128   0.253
   0.075  19.000   0.125   0.131   0.259
   0.100  20.000   0.127   0.135   0.266
   0.125  20.000   0.129   0.138   0.271
   0.150  20.000   0.130   0.140   0.274
   0.175  21.000   0.130   0.141   0.275
   0.200  21.000   0.129   0.140   0.274
   0.225  21.000   0.128   0.139   0.271
   0.250  21.000   0.126   0.137   0.268
   0.275  21.000   0.124   0.135   0.263
   0.300  21.000   0.121   0.132   0.258
   0.325  21.000   0.118   0.129   0.252
   0.350  21.000   0.116   0.126   0.246
   0.375  21.000   0.113   0.123   0.240
   0.400  22.000   0.110   0.119   0.233
   0.425  23.000   0.107   0.116   0.227
   0.450  23.000   0.104   0.113   0.221
   0.475  23.000   0.102   0.110   0.216
   0.500  23.000   0.099   0.107   0.210
   0.525  23.000   0.097   0.105   0.205
   0.550  22.000   0.094   0.102   0.200
   0.575  22.000   0.092   0.100   0.195
   0.600  22.000   0.090   0.098   0.191
   0.625  22.000   0.089   0.095   0.187
   0.650  21.000   0.087   0.093   0.183
   0.675  22.000   0.085   0.092   0.180
   0.700  22.000   0.084   0.090   0.176
   0.725  22.000   0.082   0.088   0.173
   0.750  21.000   0.081   0.087   0.170
   0.775  21.000   0.080   0.086   0.168
   0.800  20.000   0.078   0.084   0.165
   0.825  20.000   0.077   0.083   0.163
   0.850  20.000   0.076   0.082   0.161
   0.875  20.000   0.075   0.081   0.159
   0.900  20.000   0.074   0.080   0.157
   0.925  20.000   0.073   0.079   0.155
   0.950  20.000   0.074   0.079   0.155
   0.975  20.000   0.074   0.079   0.155
   1.000  20.000   0.074   0.079   0.156
