          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.59095E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16318E+02  0.16956E+02 -0.33274E+02  0.27107E+01 -0.48567E+01  0.17398E+02      982.00
  0.21115E-01  0.59107E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.16118E+02  0.17106E+02 -0.33224E+02  0.21624E+01 -0.41817E+01  0.17727E+02      982.00
  0.42193E-01  0.59165E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.15996E+02  0.17216E+02 -0.33212E+02  0.16070E+01 -0.35365E+01  0.18003E+02      982.00
  0.63244E-01  0.59259E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.15918E+02  0.17315E+02 -0.33233E+02  0.10620E+01 -0.29080E+01  0.18225E+02      982.00
  0.84274E-01  0.59384E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15877E+02  0.17407E+02 -0.33284E+02  0.54550E+00 -0.23112E+01  0.18395E+02      982.00
  0.10529E+00  0.59532E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15866E+02  0.17494E+02 -0.33360E+02  0.65117E-01 -0.17509E+01  0.18519E+02      982.00
  0.12631E+00  0.59707E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15882E+02  0.17578E+02 -0.33460E+02 -0.36005E+00 -0.12506E+01  0.18607E+02      982.00
  0.14732E+00  0.59903E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15917E+02  0.17660E+02 -0.33578E+02 -0.73972E+00 -0.79739E+00  0.18671E+02      982.00
  0.16834E+00  0.60121E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15970E+02  0.17743E+02 -0.33713E+02 -0.10633E+01 -0.40661E+00  0.18717E+02      982.00
  0.18937E+00  0.60358E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16037E+02  0.17826E+02 -0.33863E+02 -0.13476E+01 -0.57389E-01  0.18755E+02      982.00
