  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.126   0.121   0.245
   0.025  29.000   0.126   0.121   0.245
   0.050  27.000   0.124   0.121   0.243
   0.075  26.000   0.122   0.120   0.241
   0.100  25.000   0.120   0.119   0.238
   0.125  22.000   0.118   0.118   0.235
   0.150  21.000   0.117   0.117   0.234
   0.175  23.000   0.116   0.118   0.234
   0.200  23.000   0.116   0.118   0.235
   0.225  22.000   0.115   0.118   0.235
   0.250  22.000   0.114   0.119   0.235
   0.275  22.000   0.113   0.118   0.233
   0.300  22.000   0.111   0.118   0.232
   0.325  22.000   0.110   0.117   0.230
   0.350  22.000   0.108   0.116   0.227
   0.375  22.000   0.106   0.114   0.224
   0.400  21.000   0.105   0.113   0.221
   0.425  22.000   0.103   0.111   0.218
   0.450  22.000   0.101   0.110   0.214
   0.475  21.000   0.099   0.108   0.211
   0.500  21.000   0.097   0.106   0.207
   0.525  21.000   0.096   0.104   0.204
   0.550  21.000   0.094   0.102   0.200
   0.575  21.000   0.093   0.101   0.197
   0.600  21.000   0.091   0.099   0.193
   0.625  21.000   0.090   0.097   0.190
   0.650  22.000   0.088   0.096   0.187
   0.675  22.000   0.087   0.094   0.184
   0.700  22.000   0.086   0.093   0.182
   0.725  22.000   0.084   0.092   0.179
   0.750  22.000   0.083   0.090   0.176
   0.775  23.000   0.082   0.089   0.174
   0.800  23.000   0.081   0.088   0.172
   0.825  23.000   0.080   0.087   0.170
   0.850  23.000   0.079   0.086   0.168
   0.875  22.000   0.078   0.085   0.166
   0.900  22.000   0.078   0.084   0.164
   0.925  22.000   0.077   0.083   0.162
   0.950  21.000   0.076   0.082   0.160
   0.975  21.000   0.075   0.081   0.159
   1.000  21.000   0.075   0.080   0.157
