  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  27.000   0.121   0.113   0.231
   0.025  28.000   0.123   0.114   0.233
   0.050  28.000   0.124   0.115   0.234
   0.075  27.000   0.124   0.114   0.234
   0.100  26.000   0.123   0.114   0.233
   0.125  26.000   0.121   0.112   0.230
   0.150  25.000   0.119   0.111   0.226
   0.175  25.000   0.115   0.108   0.221
   0.200  27.000   0.111   0.106   0.215
   0.225  26.000   0.107   0.103   0.208
   0.250  26.000   0.102   0.100   0.201
   0.275  26.000   0.098   0.096   0.193
   0.300  26.000   0.094   0.093   0.186
   0.325  25.000   0.090   0.090   0.180
   0.350  25.000   0.087   0.087   0.173
   0.375  26.000   0.084   0.084   0.168
   0.400  25.000   0.081   0.082   0.163
   0.425  24.000   0.079   0.080   0.159
   0.450  25.000   0.077   0.078   0.156
   0.475  25.000   0.076   0.077   0.154
   0.500  25.000   0.075   0.076   0.152
   0.525  26.000   0.075   0.075   0.150
   0.550  26.000   0.074   0.075   0.149
   0.575  25.000   0.074   0.074   0.148
   0.600  22.000   0.074   0.074   0.147
   0.625  22.000   0.073   0.073   0.147
   0.650  21.000   0.073   0.073   0.146
   0.675  21.000   0.073   0.073   0.146
   0.700  22.000   0.072   0.073   0.146
   0.725  22.000   0.072   0.073   0.146
   0.750  22.000   0.072   0.073   0.145
   0.775  22.000   0.071   0.073   0.146
   0.800  22.000   0.071   0.074   0.146
   0.825  21.000   0.070   0.074   0.146
   0.850  21.000   0.070   0.074   0.146
   0.875  21.000   0.070   0.074   0.146
   0.900  21.000   0.070   0.075   0.146
   0.925  19.000   0.070   0.074   0.146
   0.950  18.000   0.070   0.074   0.146
   0.975  16.000   0.071   0.075   0.147
   1.000  19.000   0.073   0.076   0.150
