          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.53658E+02    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.19843E+02  0.13564E+02 -0.33406E+02  0.70507E+01 -0.66259E+01  0.43922E+01      982.00
  0.23346E-01  0.53161E+02    0.12500E-01  0.12500E-01 -0.25000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.19561E+02  0.13566E+02 -0.33127E+02  0.69286E+01 -0.66993E+01  0.41342E+01      982.00
  0.46715E-01  0.52703E+02    0.25000E-01  0.25000E-01 -0.50000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.19268E+02  0.13604E+02 -0.32872E+02  0.68156E+01 -0.67780E+01  0.38743E+01      982.00
  0.70104E-01  0.52284E+02    0.37500E-01  0.37500E-01 -0.75000E-01  0.00000E+00  0.00000E+00  0.00000E+00    0.18963E+02  0.13678E+02 -0.32641E+02  0.67078E+01 -0.68701E+01  0.36020E+01      982.00
  0.93515E-01  0.51906E+02    0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18650E+02  0.13783E+02 -0.32433E+02  0.66045E+01 -0.69730E+01  0.33162E+01      982.00
  0.11695E+00  0.51563E+02    0.62500E-01  0.62500E-01 -0.12500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18334E+02  0.13911E+02 -0.32245E+02  0.65032E+01 -0.70835E+01  0.30155E+01      982.00
  0.14040E+00  0.51252E+02    0.75000E-01  0.75000E-01 -0.15000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.18021E+02  0.14054E+02 -0.32075E+02  0.63931E+01 -0.72055E+01  0.26895E+01      982.00
  0.16387E+00  0.50964E+02    0.87500E-01  0.87500E-01 -0.17500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17715E+02  0.14204E+02 -0.31919E+02  0.62688E+01 -0.73338E+01  0.23376E+01      982.00
  0.18735E+00  0.50693E+02    0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17421E+02  0.14353E+02 -0.31774E+02  0.61163E+01 -0.74706E+01  0.19518E+01      982.00
  0.21086E+00  0.50435E+02    0.11250E+00  0.11250E+00 -0.22500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.17144E+02  0.14494E+02 -0.31638E+02  0.59225E+01 -0.76157E+01  0.15276E+01      982.00
  0.23438E+00  0.50189E+02    0.12500E+00  0.12500E+00 -0.25000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16887E+02  0.14624E+02 -0.31511E+02  0.56729E+01 -0.77697E+01  0.10605E+01      982.00
  0.25793E+00  0.49958E+02    0.13750E+00  0.13750E+00 -0.27500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16651E+02  0.14742E+02 -0.31393E+02  0.53545E+01 -0.79322E+01  0.54825E+00      982.00
  0.28149E+00  0.49751E+02    0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16437E+02  0.14851E+02 -0.31288E+02  0.49566E+01 -0.81024E+01 -0.88960E-02      982.00
  0.30507E+00  0.49583E+02    0.16250E+00  0.16250E+00 -0.32500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16244E+02  0.14958E+02 -0.31202E+02  0.44712E+01 -0.82788E+01 -0.60864E+00      982.00
  0.32867E+00  0.49472E+02    0.17500E+00  0.17500E+00 -0.35000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.16068E+02  0.15074E+02 -0.31141E+02  0.39060E+01 -0.84522E+01 -0.12388E+01      982.00
  0.35228E+00  0.49436E+02    0.18750E+00  0.18750E+00 -0.37500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15905E+02  0.15208E+02 -0.31113E+02  0.32669E+01 -0.86180E+01 -0.18906E+01      982.00
  0.37588E+00  0.49492E+02    0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15750E+02  0.15373E+02 -0.31123E+02  0.25718E+01 -0.87672E+01 -0.25495E+01      982.00
  0.39946E+00  0.49644E+02    0.21250E+00  0.21250E+00 -0.42500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15598E+02  0.15576E+02 -0.31174E+02  0.18519E+01 -0.88880E+01 -0.31971E+01      982.00
  0.42301E+00  0.49897E+02    0.22500E+00  0.22500E+00 -0.45000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15448E+02  0.15822E+02 -0.31270E+02  0.11229E+01 -0.89789E+01 -0.38258E+01      982.00
  0.44651E+00  0.50243E+02    0.23750E+00  0.23750E+00 -0.47500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15298E+02  0.16111E+02 -0.31409E+02  0.40683E+00 -0.90366E+01 -0.44265E+01      982.00
  0.46995E+00  0.50676E+02    0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15150E+02  0.16440E+02 -0.31590E+02 -0.28391E+00 -0.90620E+01 -0.49958E+01      982.00
  0.49333E+00  0.51185E+02    0.26250E+00  0.26250E+00 -0.52500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15006E+02  0.16805E+02 -0.31811E+02 -0.93949E+00 -0.90580E+01 -0.55315E+01      982.00
  0.51663E+00  0.51762E+02    0.27500E+00  0.27500E+00 -0.55000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14867E+02  0.17203E+02 -0.32070E+02 -0.15674E+01 -0.90260E+01 -0.60384E+01      982.00
  0.53987E+00  0.52399E+02    0.28750E+00  0.28750E+00 -0.57500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14733E+02  0.17630E+02 -0.32363E+02 -0.21720E+01 -0.89664E+01 -0.65192E+01      982.00
  0.56303E+00  0.53093E+02    0.30000E+00  0.30000E+00 -0.60000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14602E+02  0.18088E+02 -0.32689E+02 -0.27737E+01 -0.88710E+01 -0.69822E+01      982.00
  0.58612E+00  0.53840E+02    0.31250E+00  0.31250E+00 -0.62500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14477E+02  0.18569E+02 -0.33047E+02 -0.33798E+01 -0.87380E+01 -0.74314E+01      982.00
  0.60913E+00  0.54637E+02    0.32500E+00  0.32500E+00 -0.65000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14363E+02  0.19067E+02 -0.33431E+02 -0.40056E+01 -0.85609E+01 -0.78745E+01      982.00
  0.63208E+00  0.55478E+02    0.33750E+00  0.33750E+00 -0.67500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14264E+02  0.19570E+02 -0.33833E+02 -0.46620E+01 -0.83330E+01 -0.83185E+01      982.00
  0.65495E+00  0.56317E+02    0.35000E+00  0.35000E+00 -0.70000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14193E+02  0.20046E+02 -0.34238E+02 -0.53080E+01 -0.80501E+01 -0.87449E+01      982.00
  0.67775E+00  0.57080E+02    0.36250E+00  0.36250E+00 -0.72500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14154E+02  0.20474E+02 -0.34628E+02 -0.58692E+01 -0.76952E+01 -0.91143E+01      982.00
  0.70050E+00  0.57718E+02    0.37500E+00  0.37500E+00 -0.75000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14161E+02  0.20836E+02 -0.34998E+02 -0.62634E+01 -0.72923E+01 -0.93966E+01      982.00
  0.72324E+00  0.58242E+02    0.38750E+00  0.38750E+00 -0.77500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14213E+02  0.21135E+02 -0.35348E+02 -0.64867E+01 -0.68767E+01 -0.96046E+01      982.00
  0.74599E+00  0.58679E+02    0.40000E+00  0.40000E+00 -0.80000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14300E+02  0.21378E+02 -0.35678E+02 -0.65786E+01 -0.64735E+01 -0.97634E+01      982.00
  0.76880E+00  0.59059E+02    0.41250E+00  0.41250E+00 -0.82500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14419E+02  0.21571E+02 -0.35990E+02 -0.65783E+01 -0.61002E+01 -0.98936E+01      982.00
  0.79165E+00  0.59401E+02    0.42500E+00  0.42500E+00 -0.85000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14568E+02  0.21718E+02 -0.36286E+02 -0.65164E+01 -0.57665E+01 -0.10008E+02      982.00
  0.81456E+00  0.59726E+02    0.43750E+00  0.43750E+00 -0.87500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14741E+02  0.21827E+02 -0.36568E+02 -0.64298E+01 -0.54726E+01 -0.10115E+02      982.00
  0.83752E+00  0.60042E+02    0.45000E+00  0.45000E+00 -0.90000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.14943E+02  0.21897E+02 -0.36840E+02 -0.63315E+01 -0.52199E+01 -0.10214E+02      982.00
  0.86052E+00  0.60356E+02    0.46250E+00  0.46250E+00 -0.92500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15171E+02  0.21935E+02 -0.37107E+02 -0.62380E+01 -0.50029E+01 -0.10307E+02      982.00
  0.88358E+00  0.60680E+02    0.47500E+00  0.47500E+00 -0.95000E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15424E+02  0.21946E+02 -0.37370E+02 -0.61602E+01 -0.48227E+01 -0.10398E+02      982.00
  0.90667E+00  0.61015E+02    0.48750E+00  0.48750E+00 -0.97500E+00  0.00000E+00  0.00000E+00  0.00000E+00    0.15702E+02  0.21932E+02 -0.37634E+02 -0.61022E+01 -0.46771E+01 -0.10484E+02      982.00
  0.92980E+00  0.61359E+02    0.50000E+00  0.50000E+00 -0.10000E+01  0.00000E+00  0.00000E+00  0.00000E+00    0.15994E+02  0.21901E+02 -0.37896E+02 -0.60641E+01 -0.45575E+01 -0.10565E+02      982.00
