  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   4.000   0.010   0.378   0.000   0.019   0.000   0.185
   0.025   4.000   0.007   0.384   0.000   0.015   0.000   0.197
   0.050   4.000   0.004   0.387   0.000   0.011   0.000   0.205
   0.075   4.000   0.002   0.388   0.000   0.008   0.000   0.212
   0.100   4.000   0.001   0.387   0.001   0.006   0.000   0.218
   0.125   4.000   0.001   0.384   0.002   0.004   0.000   0.224
   0.150   4.000   0.000   0.381   0.003   0.003   0.000   0.229
   0.175   4.000   0.000   0.376   0.005   0.002   0.000   0.234
   0.200   5.000   0.000   0.371   0.008   0.002   0.000   0.239
   0.225   5.000   0.000   0.365   0.011   0.001   0.000   0.245
   0.250   5.000   0.000   0.359   0.014   0.001   0.000   0.250
   0.275   7.000   0.000   0.353   0.018   0.001   0.000   0.256
   0.300   7.000   0.000   0.347   0.023   0.001   0.000   0.262
   0.325   7.000   0.000   0.340   0.027   0.000   0.000   0.268
   0.350   7.000   0.000   0.334   0.032   0.000   0.000   0.274
   0.375   7.000   0.000   0.328   0.036   0.000   0.000   0.281
   0.400   8.000   0.000   0.323   0.041   0.000   0.000   0.287
   0.425   8.000   0.000   0.317   0.046   0.000   0.000   0.293
   0.450   8.000   0.000   0.313   0.051   0.000   0.000   0.300
   0.475   8.000   0.000   0.308   0.056   0.000   0.000   0.306
   0.500   8.000   0.000   0.304   0.061   0.000   0.000   0.311
   0.525   8.000   0.000   0.300   0.066   0.000   0.000   0.317
   0.550   8.000   0.000   0.296   0.072   0.000   0.000   0.322
   0.575   9.000   0.000   0.292   0.077   0.000   0.000   0.327
   0.600   9.000   0.000   0.289   0.082   0.000   0.000   0.331
   0.625   9.000   0.000   0.285   0.087   0.000   0.000   0.336
   0.650   9.000   0.000   0.282   0.092   0.000   0.000   0.340
   0.675   9.000   0.000   0.279   0.096   0.000   0.000   0.343
   0.700   9.000   0.000   0.276   0.101   0.000   0.000   0.347
   0.725   9.000   0.000   0.273   0.106   0.000   0.000   0.350
   0.750   9.000   0.000   0.271   0.110   0.000   0.000   0.353
   0.775   9.000   0.000   0.268   0.114   0.000   0.000   0.356
   0.800   9.000   0.000   0.265   0.119   0.000   0.000   0.359
   0.825   9.000   0.000   0.263   0.123   0.000   0.000   0.361
   0.850   9.000   0.000   0.261   0.126   0.000   0.000   0.364
   0.875   9.000   0.000   0.258   0.130   0.000   0.000   0.366
   0.900  10.000   0.000   0.256   0.134   0.000   0.000   0.368
   0.925  10.000   0.000   0.254   0.137   0.000   0.000   0.370
   0.950  10.000   0.000   0.252   0.140   0.000   0.000   0.372
   0.975  10.000   0.000   0.250   0.143   0.000   0.000   0.374
   1.000  10.000   0.000   0.249   0.146   0.000   0.000   0.376
