  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  19.000   0.104   0.108   0.214
   0.025  22.000   0.106   0.110   0.218
   0.050  25.000   0.108   0.112   0.222
   0.075  25.000   0.109   0.114   0.225
   0.100  25.000   0.109   0.116   0.228
   0.125  25.000   0.108   0.116   0.228
   0.150  25.000   0.107   0.116   0.227
   0.175  25.000   0.106   0.115   0.224
   0.200  27.000   0.104   0.113   0.220
   0.225  27.000   0.102   0.110   0.216
   0.250  27.000   0.099   0.108   0.211
   0.275  27.000   0.097   0.105   0.205
   0.300  28.000   0.094   0.102   0.200
   0.325  28.000   0.091   0.099   0.194
   0.350  28.000   0.089   0.096   0.188
   0.375  28.000   0.086   0.094   0.183
   0.400  28.000   0.083   0.091   0.177
   0.425  28.000   0.081   0.088   0.172
   0.450  28.000   0.079   0.086   0.167
   0.475  28.000   0.077   0.083   0.163
   0.500  28.000   0.075   0.081   0.158
   0.525  28.000   0.073   0.079   0.154
   0.550  28.000   0.071   0.077   0.151
   0.575  28.000   0.069   0.075   0.147
   0.600  28.000   0.068   0.073   0.144
   0.625  28.000   0.066   0.072   0.140
   0.650  28.000   0.065   0.070   0.137
   0.675  28.000   0.063   0.069   0.135
   0.700  28.000   0.062   0.068   0.132
   0.725  28.000   0.061   0.066   0.130
   0.750  28.000   0.060   0.065   0.127
   0.775  28.000   0.059   0.064   0.125
   0.800  28.000   0.058   0.063   0.123
   0.825  30.000   0.057   0.062   0.121
   0.850  30.000   0.056   0.061   0.119
   0.875  30.000   0.056   0.060   0.118
   0.900  30.000   0.055   0.059   0.116
   0.925  30.000   0.054   0.059   0.115
   0.950  30.000   0.053   0.058   0.113
   0.975  30.000   0.053   0.058   0.113
   1.000  30.000   0.053   0.058   0.113
