  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   3.000   0.000   0.084   0.106   0.351   0.002   0.018
   0.025   3.000   0.000   0.082   0.098   0.340   0.001   0.022
   0.050   3.000   0.000   0.081   0.092   0.330   0.001   0.027
   0.075   3.000   0.000   0.079   0.087   0.320   0.001   0.031
   0.100   3.000   0.000   0.077   0.084   0.312   0.001   0.036
   0.125   3.000   0.000   0.075   0.081   0.305   0.001   0.040
   0.150   4.000   0.000   0.074   0.079   0.298   0.001   0.045
   0.175   4.000   0.000   0.073   0.078   0.293   0.001   0.049
   0.200   5.000   0.000   0.073   0.077   0.288   0.001   0.054
   0.225   5.000   0.000   0.072   0.076   0.284   0.001   0.059
   0.250   5.000   0.000   0.072   0.076   0.281   0.001   0.064
   0.275   5.000   0.000   0.072   0.076   0.279   0.001   0.069
   0.300   5.000   0.000   0.072   0.076   0.278   0.001   0.075
   0.325   5.000   0.000   0.072   0.076   0.277   0.001   0.080
   0.350   5.000   0.000   0.072   0.076   0.277   0.001   0.087
   0.375   5.000   0.000   0.072   0.077   0.277   0.001   0.093
   0.400   6.000   0.000   0.072   0.077   0.277   0.001   0.100
   0.425   6.000   0.000   0.072   0.077   0.278   0.001   0.107
   0.450   6.000   0.000   0.072   0.077   0.279   0.001   0.115
   0.475   6.000   0.000   0.072   0.077   0.280   0.001   0.122
   0.500   7.000   0.000   0.072   0.077   0.281   0.001   0.130
   0.525   7.000   0.000   0.071   0.076   0.282   0.001   0.138
   0.550   7.000   0.000   0.071   0.076   0.283   0.001   0.147
   0.575   7.000   0.000   0.070   0.075   0.284   0.001   0.155
   0.600   7.000   0.000   0.070   0.074   0.285   0.001   0.164
   0.625   7.000   0.000   0.069   0.073   0.285   0.001   0.172
   0.650   7.000   0.000   0.068   0.072   0.286   0.001   0.181
   0.675   7.000   0.000   0.067   0.071   0.286   0.001   0.189
   0.700   7.000   0.000   0.066   0.070   0.286   0.001   0.198
   0.725   7.000   0.000   0.065   0.069   0.286   0.001   0.206
   0.750   7.000   0.000   0.064   0.067   0.286   0.001   0.215
   0.775   9.000   0.000   0.063   0.066   0.286   0.001   0.223
   0.800   9.000   0.000   0.062   0.065   0.285   0.001   0.231
   0.825   9.000   0.000   0.061   0.064   0.285   0.001   0.239
   0.850   9.000   0.000   0.060   0.062   0.284   0.001   0.246
   0.875   9.000   0.000   0.059   0.061   0.284   0.001   0.254
   0.900   9.000   0.000   0.058   0.060   0.283   0.001   0.261
   0.925   9.000   0.000   0.057   0.059   0.282   0.001   0.268
   0.950   9.000   0.000   0.055   0.058   0.280   0.001   0.273
   0.975   9.000   0.000   0.054   0.057   0.277   0.001   0.277
   1.000   9.000   0.000   0.053   0.055   0.275   0.001   0.281
