  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   7.000   0.000   0.252   0.139   0.000   0.004   0.000   0.173
   0.025   7.000   0.000   0.246   0.137   0.000   0.003   0.000   0.174
   0.050   7.000   0.000   0.241   0.135   0.000   0.002   0.000   0.176
   0.075   7.000   0.000   0.236   0.133   0.000   0.002   0.000   0.181
   0.100   7.000   0.000   0.231   0.131   0.000   0.001   0.000   0.187
   0.125   7.000   0.000   0.227   0.130   0.000   0.001   0.000   0.194
   0.150   8.000   0.000   0.224   0.129   0.000   0.001   0.000   0.203
   0.175   8.000   0.000   0.221   0.128   0.000   0.001   0.000   0.212
   0.200   8.000   0.000   0.219   0.128   0.000   0.001   0.000   0.222
   0.225   8.000   0.000   0.218   0.128   0.000   0.001   0.000   0.232
   0.250   8.000   0.000   0.216   0.129   0.000   0.000   0.000   0.242
   0.275   8.000   0.000   0.216   0.130   0.000   0.000   0.000   0.252
   0.300   8.000   0.000   0.215   0.131   0.000   0.000   0.000   0.262
   0.325   9.000   0.000   0.215   0.133   0.000   0.000   0.000   0.271
   0.350   9.000   0.000   0.215   0.134   0.000   0.000   0.000   0.280
   0.375   9.000   0.000   0.214   0.137   0.000   0.000   0.000   0.289
   0.400   9.000   0.000   0.214   0.139   0.000   0.000   0.000   0.296
   0.425   9.000   0.000   0.215   0.141   0.000   0.000   0.000   0.304
   0.450   9.000   0.000   0.215   0.143   0.000   0.000   0.000   0.310
   0.475   9.000   0.000   0.215   0.145   0.000   0.000   0.000   0.317
   0.500   9.000   0.000   0.215   0.148   0.000   0.000   0.000   0.323
   0.525   9.000   0.000   0.215   0.150   0.000   0.000   0.000   0.328
   0.550   9.000   0.000   0.215   0.152   0.000   0.000   0.000   0.333
   0.575   9.000   0.000   0.215   0.155   0.000   0.000   0.000   0.338
   0.600   9.000   0.000   0.215   0.157   0.000   0.000   0.000   0.342
   0.625   9.000   0.000   0.215   0.159   0.000   0.000   0.000   0.346
   0.650   9.000   0.000   0.215   0.161   0.000   0.000   0.000   0.350
   0.675   9.000   0.000   0.215   0.163   0.000   0.000   0.000   0.353
   0.700   9.000   0.000   0.215   0.165   0.000   0.000   0.000   0.356
   0.725   9.000   0.000   0.215   0.166   0.000   0.000   0.000   0.359
   0.750   9.000   0.000   0.215   0.168   0.000   0.000   0.000   0.362
   0.775   9.000   0.000   0.216   0.170   0.000   0.000   0.000   0.364
   0.800   9.000   0.000   0.216   0.171   0.000   0.000   0.000   0.367
   0.825   9.000   0.000   0.216   0.173   0.000   0.000   0.000   0.369
   0.850   9.000   0.000   0.216   0.174   0.000   0.000   0.000   0.371
   0.875   9.000   0.000   0.216   0.175   0.000   0.000   0.000   0.373
   0.900   9.000   0.000   0.216   0.177   0.000   0.000   0.000   0.375
   0.925   9.000   0.000   0.216   0.178   0.000   0.000   0.000   0.376
   0.950   9.000   0.000   0.216   0.179   0.000   0.000   0.000   0.378
   0.975   9.000   0.000   0.216   0.180   0.000   0.000   0.000   0.380
   1.000   9.000   0.000   0.215   0.181   0.000   0.000   0.000   0.380
