  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   8.000   0.154   0.032   0.054   0.071   0.063   0.085
   0.025   8.000   0.150   0.031   0.054   0.063   0.066   0.088
   0.050   8.000   0.146   0.030   0.053   0.054   0.070   0.092
   0.075   8.000   0.142   0.030   0.051   0.045   0.075   0.096
   0.100   8.000   0.138   0.029   0.049   0.038   0.079   0.097
   0.125   8.000   0.135   0.030   0.048   0.034   0.083   0.098
   0.150   8.000   0.133   0.030   0.047   0.032   0.087   0.098
   0.175   8.000   0.132   0.030   0.046   0.031   0.091   0.098
   0.200   8.000   0.131   0.031   0.046   0.030   0.095   0.099
   0.225   8.000   0.132   0.032   0.046   0.030   0.100   0.100
   0.250   8.000   0.134   0.032   0.046   0.031   0.105   0.101
   0.275   8.000   0.136   0.033   0.047   0.032   0.111   0.102
   0.300   8.000   0.138   0.033   0.048   0.033   0.116   0.104
   0.325   8.000   0.141   0.034   0.050   0.034   0.122   0.105
   0.350   8.000   0.144   0.034   0.051   0.035   0.128   0.106
   0.375   8.000   0.147   0.035   0.053   0.037   0.134   0.107
   0.400   8.000   0.151   0.035   0.055   0.038   0.141   0.108
   0.425   8.000   0.154   0.035   0.057   0.039   0.147   0.108
   0.450   8.000   0.157   0.035   0.059   0.041   0.154   0.108
   0.475   8.000   0.160   0.035   0.061   0.042   0.161   0.107
   0.500   8.000   0.163   0.034   0.063   0.044   0.168   0.106
   0.525   8.000   0.165   0.034   0.066   0.045   0.175   0.105
   0.550   8.000   0.167   0.034   0.068   0.047   0.182   0.103
   0.575   8.000   0.169   0.033   0.070   0.049   0.190   0.100
   0.600   8.000   0.171   0.033   0.072   0.050   0.198   0.097
   0.625   8.000   0.173   0.032   0.074   0.052   0.206   0.093
   0.650   8.000   0.175   0.032   0.076   0.054   0.214   0.088
   0.675   8.000   0.176   0.031   0.078   0.055   0.222   0.084
   0.700   8.000   0.177   0.030   0.080   0.057   0.230   0.078
   0.725   8.000   0.178   0.030   0.082   0.059   0.239   0.073
   0.750   7.000   0.179   0.029   0.084   0.061   0.247   0.067
   0.775   6.000   0.179   0.029   0.086   0.062   0.255   0.062
   0.800   6.000   0.180   0.028   0.087   0.064   0.263   0.057
   0.825   6.000   0.180   0.027   0.089   0.065   0.271   0.052
   0.850   6.000   0.181   0.027   0.090   0.067   0.278   0.047
   0.875   6.000   0.180   0.026   0.091   0.068   0.285   0.044
   0.900   6.000   0.179   0.026   0.091   0.068   0.289   0.041
   0.925   5.000   0.177   0.025   0.092   0.069   0.293   0.040
   0.950   6.000   0.175   0.025   0.091   0.069   0.296   0.040
   0.975   6.000   0.173   0.024   0.091   0.069   0.298   0.042
   1.000   6.000   0.171   0.024   0.090   0.069   0.299   0.044
