  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6   MODE7
   0.000   6.000   0.000   0.192   0.107   0.001   0.168   0.003   0.080
   0.025   6.000   0.000   0.190   0.107   0.001   0.169   0.003   0.080
   0.050   6.000   0.000   0.189   0.106   0.001   0.169   0.003   0.080
   0.075   6.000   0.000   0.190   0.105   0.001   0.169   0.003   0.082
   0.100   6.000   0.000   0.191   0.103   0.001   0.169   0.002   0.085
   0.125   6.000   0.000   0.192   0.102   0.001   0.169   0.002   0.088
   0.150   6.000   0.000   0.192   0.100   0.002   0.171   0.002   0.090
   0.175   6.000   0.000   0.192   0.100   0.002   0.174   0.002   0.093
   0.200   6.000   0.000   0.191   0.100   0.002   0.178   0.002   0.097
   0.225   6.000   0.000   0.191   0.101   0.002   0.183   0.002   0.100
   0.250   6.000   0.000   0.191   0.103   0.002   0.190   0.002   0.103
   0.275   6.000   0.000   0.191   0.105   0.002   0.197   0.002   0.105
   0.300   6.000   0.000   0.190   0.107   0.003   0.205   0.002   0.107
   0.325   6.000   0.000   0.190   0.110   0.003   0.214   0.002   0.109
   0.350   6.000   0.000   0.190   0.112   0.003   0.223   0.002   0.109
   0.375   6.000   0.000   0.190   0.115   0.003   0.233   0.002   0.109
   0.400   6.000   0.000   0.189   0.118   0.003   0.243   0.002   0.108
   0.425   6.000   0.000   0.189   0.121   0.004   0.253   0.002   0.105
   0.450   6.000   0.000   0.188   0.124   0.004   0.264   0.002   0.102
   0.475   6.000   0.000   0.188   0.127   0.004   0.275   0.002   0.099
   0.500   6.000   0.000   0.187   0.130   0.005   0.287   0.002   0.094
   0.525   6.000   0.000   0.186   0.133   0.005   0.298   0.002   0.088
   0.550   5.000   0.000   0.185   0.136   0.005   0.310   0.002   0.082
   0.575   5.000   0.000   0.184   0.139   0.006   0.322   0.002   0.075
   0.600   5.000   0.000   0.183   0.142   0.006   0.335   0.002   0.068
   0.625   5.000   0.000   0.182   0.145   0.006   0.347   0.002   0.060
   0.650   5.000   0.000   0.181   0.148   0.006   0.359   0.002   0.052
   0.675   3.000   0.000   0.180   0.150   0.007   0.371   0.002   0.043
   0.700   3.000   0.000   0.179   0.153   0.007   0.383   0.003   0.035
   0.725   3.000   0.000   0.178   0.156   0.006   0.394   0.003   0.028
   0.750   3.000   0.000   0.177   0.158   0.006   0.404   0.003   0.021
   0.775   3.000   0.000   0.175   0.160   0.006   0.413   0.003   0.015
   0.800   3.000   0.000   0.174   0.162   0.006   0.419   0.004   0.011
   0.825   3.000   0.000   0.173   0.163   0.005   0.425   0.004   0.009
   0.850   3.000   0.000   0.171   0.163   0.005   0.428   0.004   0.009
   0.875   3.000   0.000   0.169   0.162   0.005   0.429   0.004   0.011
   0.900   3.000   0.000   0.166   0.161   0.005   0.429   0.004   0.015
   0.925   3.000   0.000   0.163   0.158   0.005   0.428   0.004   0.021
   0.950   3.000   0.000   0.160   0.154   0.006   0.426   0.004   0.028
   0.975   3.000   0.000   0.157   0.149   0.006   0.423   0.004   0.036
   1.000   3.000   0.000   0.154   0.145   0.006   0.420   0.004   0.045
