  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   6.000   0.008   0.006   0.272   0.004   0.118   0.119
   0.025   6.000   0.009   0.004   0.267   0.005   0.119   0.118
   0.050   6.000   0.010   0.003   0.263   0.005   0.121   0.118
   0.075   7.000   0.013   0.002   0.260   0.005   0.123   0.119
   0.100   7.000   0.015   0.001   0.255   0.005   0.122   0.116
   0.125   7.000   0.017   0.000   0.247   0.004   0.120   0.111
   0.150   7.000   0.019   0.000   0.240   0.004   0.119   0.106
   0.175   7.000   0.020   0.000   0.234   0.004   0.121   0.102
   0.200   7.000   0.022   0.000   0.231   0.004   0.124   0.098
   0.225   7.000   0.023   0.000   0.229   0.004   0.128   0.095
   0.250   7.000   0.025   0.000   0.228   0.004   0.133   0.093
   0.275   7.000   0.027   0.000   0.228   0.004   0.139   0.091
   0.300   7.000   0.029   0.000   0.228   0.004   0.145   0.089
   0.325   7.000   0.031   0.000   0.229   0.004   0.152   0.087
   0.350   7.000   0.034   0.000   0.230   0.005   0.160   0.085
   0.375   7.000   0.037   0.000   0.231   0.005   0.168   0.083
   0.400   7.000   0.040   0.000   0.232   0.006   0.176   0.081
   0.425   7.000   0.043   0.000   0.233   0.006   0.185   0.078
   0.450   6.000   0.046   0.000   0.234   0.007   0.194   0.075
   0.475   6.000   0.050   0.000   0.234   0.007   0.204   0.071
   0.500   6.000   0.053   0.000   0.235   0.008   0.213   0.067
   0.525   6.000   0.057   0.000   0.236   0.009   0.223   0.063
   0.550   6.000   0.060   0.000   0.236   0.009   0.233   0.058
   0.575   6.000   0.064   0.000   0.236   0.010   0.243   0.052
   0.600   6.000   0.068   0.000   0.236   0.011   0.253   0.047
   0.625   6.000   0.071   0.000   0.236   0.012   0.263   0.041
   0.650   6.000   0.075   0.000   0.235   0.013   0.272   0.036
   0.675   5.000   0.079   0.000   0.234   0.014   0.282   0.031
   0.700   5.000   0.082   0.000   0.233   0.015   0.290   0.026
   0.725   5.000   0.086   0.000   0.231   0.016   0.298   0.022
   0.750   5.000   0.089   0.000   0.229   0.017   0.305   0.020
   0.775   5.000   0.091   0.000   0.227   0.018   0.311   0.018
   0.800   5.000   0.094   0.000   0.224   0.019   0.316   0.018
   0.825   5.000   0.096   0.000   0.221   0.020   0.320   0.019
   0.850   5.000   0.097   0.000   0.217   0.021   0.323   0.022
   0.875   5.000   0.097   0.000   0.213   0.022   0.326   0.026
   0.900   5.000   0.097   0.000   0.209   0.023   0.328   0.031
   0.925   5.000   0.097   0.000   0.205   0.024   0.329   0.037
   0.950   5.000   0.096   0.000   0.201   0.025   0.330   0.045
   0.975   6.000   0.094   0.000   0.195   0.026   0.328   0.053
   1.000   6.000   0.091   0.000   0.189   0.026   0.327   0.061
