  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  28.000   0.114   0.120   0.236
   0.025  28.000   0.116   0.123   0.242
   0.050  28.000   0.118   0.126   0.247
   0.075  28.000   0.119   0.127   0.249
   0.100  29.000   0.119   0.128   0.250
   0.125  29.000   0.118   0.127   0.249
   0.150  29.000   0.117   0.126   0.247
   0.175  30.000   0.115   0.124   0.243
   0.200  30.000   0.113   0.122   0.238
   0.225  30.000   0.110   0.119   0.232
   0.250  30.000   0.107   0.115   0.226
   0.275  30.000   0.104   0.112   0.219
   0.300  30.000   0.100   0.108   0.212
   0.325  28.000   0.097   0.105   0.205
   0.350  28.000   0.094   0.101   0.198
   0.375  28.000   0.091   0.098   0.191
   0.400  28.000   0.088   0.094   0.185
   0.425  28.000   0.086   0.091   0.179
   0.450  28.000   0.083   0.088   0.174
   0.475  29.000   0.081   0.086   0.169
   0.500  30.000   0.079   0.083   0.164
   0.525  30.000   0.077   0.081   0.159
   0.550  30.000   0.075   0.079   0.155
   0.575  30.000   0.073   0.077   0.152
   0.600  30.000   0.071   0.075   0.148
   0.625  30.000   0.070   0.073   0.145
   0.650  30.000   0.069   0.072   0.142
   0.675  30.000   0.067   0.070   0.139
   0.700  27.000   0.066   0.069   0.136
   0.725  27.000   0.065   0.068   0.134
   0.750  27.000   0.064   0.066   0.132
   0.775  27.000   0.063   0.065   0.129
   0.800  27.000   0.062   0.064   0.128
   0.825  28.000   0.061   0.063   0.126
   0.850  28.000   0.061   0.063   0.124
   0.875  28.000   0.060   0.062   0.122
   0.900  28.000   0.060   0.062   0.123
   0.925  28.000   0.060   0.062   0.123
   0.950  28.000   0.060   0.062   0.123
   0.975  28.000   0.060   0.062   0.123
   1.000  28.000   0.060   0.062   0.123
