  STRAIN   AVACS   MODE1   MODE2   MODE3
   0.000  24.000   0.121   0.123   0.246
   0.025  23.000   0.124   0.125   0.249
   0.050  22.000   0.126   0.126   0.252
   0.075  22.000   0.127   0.126   0.253
   0.100  21.000   0.127   0.126   0.253
   0.125  21.000   0.126   0.126   0.252
   0.150  25.000   0.125   0.125   0.251
   0.175  25.000   0.123   0.125   0.248
   0.200  27.000   0.120   0.123   0.245
   0.225  27.000   0.117   0.121   0.240
   0.250  26.000   0.113   0.119   0.234
   0.275  26.000   0.109   0.116   0.227
   0.300  26.000   0.106   0.112   0.220
   0.325  26.000   0.102   0.108   0.213
   0.350  26.000   0.098   0.105   0.206
   0.375  27.000   0.094   0.101   0.199
   0.400  27.000   0.091   0.098   0.192
   0.425  27.000   0.088   0.094   0.185
   0.450  27.000   0.085   0.091   0.179
   0.475  27.000   0.082   0.088   0.173
   0.500  27.000   0.080   0.086   0.168
   0.525  27.000   0.077   0.083   0.163
   0.550  27.000   0.075   0.081   0.158
   0.575  27.000   0.073   0.079   0.154
   0.600  27.000   0.071   0.076   0.150
   0.625  27.000   0.069   0.075   0.146
   0.650  27.000   0.068   0.073   0.143
   0.675  27.000   0.066   0.071   0.139
   0.700  27.000   0.065   0.070   0.137
   0.725  27.000   0.064   0.068   0.134
   0.750  27.000   0.062   0.067   0.131
   0.775  27.000   0.061   0.066   0.129
   0.800  27.000   0.060   0.065   0.127
   0.825  27.000   0.059   0.064   0.125
   0.850  27.000   0.058   0.063   0.123
   0.875  27.000   0.058   0.062   0.121
   0.900  27.000   0.058   0.062   0.121
   0.925  27.000   0.058   0.062   0.121
   0.950  27.000   0.058   0.062   0.121
   0.975  27.000   0.058   0.062   0.121
   1.000  27.000   0.058   0.062   0.121
