  STRAIN   AVACS   MODE1   MODE2   MODE3   MODE4   MODE5   MODE6
   0.000   9.000   0.001   0.001   0.115   0.002   0.191   0.199
   0.025   9.000   0.001   0.001   0.112   0.002   0.185   0.200
   0.050   9.000   0.001   0.001   0.111   0.002   0.180   0.201
   0.075   9.000   0.001   0.002   0.110   0.002   0.176   0.204
   0.100   9.000   0.001   0.002   0.110   0.002   0.172   0.207
   0.125  10.000   0.001   0.002   0.111   0.002   0.169   0.211
   0.150  10.000   0.001   0.003   0.113   0.002   0.166   0.215
   0.175  10.000   0.001   0.003   0.115   0.001   0.164   0.220
   0.200  10.000   0.001   0.004   0.117   0.001   0.163   0.226
   0.225  10.000   0.001   0.004   0.120   0.001   0.163   0.233
   0.250  10.000   0.001   0.005   0.123   0.001   0.164   0.241
   0.275  10.000   0.001   0.005   0.126   0.001   0.165   0.250
   0.300  10.000   0.001   0.005   0.128   0.001   0.167   0.260
   0.325  10.000   0.001   0.005   0.131   0.001   0.169   0.270
   0.350  10.000   0.001   0.005   0.133   0.001   0.171   0.280
   0.375  10.000   0.001   0.005   0.135   0.001   0.173   0.290
   0.400  10.000   0.001   0.005   0.137   0.001   0.175   0.300
   0.425  10.000   0.001   0.005   0.138   0.001   0.177   0.310
   0.450  10.000   0.001   0.005   0.140   0.001   0.179   0.319
   0.475  10.000   0.001   0.005   0.141   0.001   0.181   0.328
   0.500  11.000   0.001   0.005   0.141   0.001   0.182   0.336
   0.525  11.000   0.001   0.005   0.142   0.001   0.184   0.344
   0.550  11.000   0.001   0.005   0.142   0.001   0.185   0.352
   0.575  11.000   0.001   0.005   0.143   0.001   0.186   0.359
   0.600  11.000   0.001   0.004   0.143   0.001   0.187   0.366
   0.625  11.000   0.001   0.004   0.143   0.001   0.188   0.372
   0.650  11.000   0.001   0.004   0.143   0.001   0.189   0.378
   0.675  11.000   0.001   0.004   0.143   0.001   0.190   0.384
   0.700  11.000   0.001   0.004   0.143   0.001   0.191   0.389
   0.725  11.000   0.001   0.004   0.143   0.001   0.191   0.394
   0.750  11.000   0.001   0.004   0.142   0.002   0.192   0.399
   0.775  11.000   0.001   0.004   0.142   0.002   0.192   0.403
   0.800  11.000   0.001   0.004   0.142   0.002   0.193   0.408
   0.825  11.000   0.001   0.004   0.142   0.002   0.193   0.411
   0.850  11.000   0.001   0.004   0.142   0.002   0.193   0.415
   0.875  11.000   0.001   0.004   0.142   0.002   0.194   0.419
   0.900  11.000   0.001   0.003   0.141   0.002   0.193   0.420
   0.925  11.000   0.001   0.003   0.140   0.002   0.193   0.421
   0.950  11.000   0.001   0.003   0.140   0.002   0.192   0.422
   0.975  11.000   0.001   0.003   0.139   0.002   0.192   0.423
   1.000  11.000   0.001   0.003   0.139   0.002   0.192   0.424
